"18","1198","8"
"18","1679","11"
"18","1816","20"
"18","597","16"
"18","1953","4"
"18","283","16"
"18","598","13"
"18","1535","2"
"18","1140","19"
"18","1851","11"
"18","676","17"
"18","867","14"
"18","78","6"
"18","1080","10"
"18","1732","15"
"18","1352","17"
"18","181","18"
"18","707","6"
"18","1476","2"
"18","1813","3"
"18","479","20"
"18","1040","17"
"18","979","4"
"18","810","2"
"18","651","6"
"18","440","19"
"18","271","8"
"18","1888","13"
"18","636","2"
"18","289","12"
"18","125","1"
"18","1082","0"
"98","1385","13"
"58","509","15"
"58","1459","0"
"58","822","10"
"58","502","5"
"58","1878","15"
"58","978","3"
"58","1760","5"
"58","813","0"
"58","1382","0"
"58","863","5"
"58","452","10"
"58","1465","9"
"58","1145","2"
"58","140","8"
"58","201","16"
"58","968","11"
"58","1976","3"
"58","1963","16"
"58","311","0"
"58","1481","17"
"58","1584","10"
"58","1262","10"
"58","332","10"
"58","1996","2"
"58","1345","17"
"58","1717","19"
"58","1408","9"
"58","1703","1"
"58","405","5"
"58","1327","0"
"58","1559","3"
"84","762","16"
"84","310","18"
"84","377","9"
"84","103","16"
"84","1523","7"
"84","184","8"
"84","365","14"
"84","671","2"
"84","747","17"
"84","956","8"
"84","126","8"
"84","1258","1"
"84","91","8"
"84","684","6"
"84","1227","14"
"84","817","7"
"84","528","2"
"84","215","8"
"84","1814","20"
"84","791","20"
"84","105","4"
"84","502","10"
"84","1862","19"
"84","219","16"
"84","1143","12"
"84","276","4"
"84","609","16"
"84","1904","2"
"84","1647","17"
"84","1337","0"
"84","1367","7"
"84","143","19"
"84","1074","2"
"84","1712","17"
"84","1529","11"
"84","449","14"
"84","786","13"
"84","515","0"
"84","1496","18"
"84","842","4"
"84","739","13"
"84","1328","13"
"84","232","8"
"84","535","9"
"84","1858","13"
"84","1326","16"
"84","1577","20"
"94","1213","16"
"94","237","12"
"94","424","17"
"94","983","14"
"94","248","0"
"94","1796","19"
"94","1713","10"
"94","1191","11"
"94","996","20"
"94","334","3"
"94","1996","7"
"94","1918","6"
"94","1745","5"
"94","1050","5"
"94","1246","8"
"94","1056","11"
"94","60","1"
"94","85","13"
"94","570","14"
"94","819","18"
"94","189","3"
"94","695","15"
"94","742","2"
"94","1812","20"
"94","218","11"
"94","1869","17"
"94","1427","12"
"94","755","2"
"94","1185","18"
"94","1318","8"
"94","692","3"
"94","158","14"
"94","1541","3"
"94","1676","11"
"94","1256","9"
"94","351","9"
"94","536","4"
"49","1516","19"
"49","831","16"
"49","130","0"
"49","595","19"
"49","1033","7"
"49","809","6"
"49","1077","12"
"49","1750","10"
"49","996","10"
"49","1811","18"
"49","1299","4"
"49","873","8"
"49","307","19"
"49","764","13"
"49","1054","10"
"49","1143","20"
"49","1732","16"
"49","284","4"
"49","288","14"
"49","958","17"
"49","802","0"
"49","106","10"
"49","1508","11"
"49","1095","15"
"49","1036","19"
"49","1618","12"
"49","1748","14"
"49","743","0"
"49","1114","14"
"49","1953","14"
"49","1891","19"
"49","1097","12"
"49","1298","12"
"49","1063","13"
"95","37","2"
"95","1186","11"
"95","1139","9"
"95","1684","10"
"95","94","10"
"95","842","6"
"95","1498","18"
"95","1370","0"
"95","687","9"
"95","587","14"
"95","1909","18"
"95","1252","3"
"95","262","18"
"95","28","8"
"95","1898","14"
"95","1220","0"
"95","571","9"
"95","1664","15"
"95","1974","2"
"95","1243","14"
"95","1098","7"
"95","1104","13"
"95","346","9"
"95","60","6"
"95","737","14"
"95","973","16"
"95","1723","18"
"95","30","7"
"95","32","3"
"95","1095","11"
"95","1802","2"
"95","1555","12"
"95","893","8"
"95","1161","16"
"95","1561","4"
"95","434","14"
"95","1374","11"
"95","674","13"
"95","565","6"
"95","1661","8"
"95","952","12"
"95","1929","16"
"95","1255","3"
"95","1341","13"
"95","314","19"
"92","878","3"
"92","992","6"
"92","597","12"
"92","1592","13"
"92","683","7"
"92","568","5"
"92","897","18"
"92","1280","8"
"92","687","13"
"92","514","10"
"92","710","19"
"92","719","4"
"92","1845","8"
"92","1526","3"
"92","322","18"
"92","591","10"
"92","670","1"
"92","1156","7"
"92","1946","19"
"92","272","11"
"92","1073","17"
"92","1692","7"
"92","830","13"
"92","1319","11"
"92","1361","10"
"92","1360","19"
"92","750","6"
"92","1574","18"
"92","434","3"
"92","1508","2"
"92","694","4"
"92","1503","3"
"92","1139","11"
"92","1409","11"
"92","254","9"
"92","418","11"
"92","1518","14"
"92","196","17"
"92","1913","10"
"92","1963","3"
"92","874","9"
"92","401","2"
"92","1285","10"
"21","85","15"
"21","1533","16"
"21","841","19"
"21","1759","1"
"21","1312","15"
"21","1377","9"
"21","894","15"
"21","244","15"
"21","1053","5"
"21","1477","12"
"21","507","17"
"21","1813","1"
"21","1964","5"
"21","152","9"
"21","1696","10"
"21","653","5"
"21","291","19"
"21","1565","7"
"21","1849","3"
"21","1414","2"
"21","1189","3"
"21","1036","4"
"21","23","0"
"21","859","0"
"33","120","20"
"33","702","3"
"33","1012","17"
"33","1319","9"
"33","1312","18"
"33","1841","15"
"33","1582","17"
"33","570","8"
"33","1614","7"
"33","17","5"
"33","756","16"
"33","1877","20"
"33","1290","0"
"33","1438","9"
"33","222","9"
"33","334","19"
"22","737","2"
"22","1693","3"
"22","1447","5"
"22","290","6"
"22","598","19"
"22","1202","5"
"22","170","1"
"22","1866","8"
"22","1634","11"
"22","1193","17"
"22","943","6"
"22","528","3"
"22","1233","20"
"22","3","4"
"22","1877","18"
"22","994","2"
"22","1969","1"
"22","1597","14"
"22","1080","5"
"22","805","16"
"22","362","16"
"22","1469","7"
"22","230","2"
"22","1703","1"
"22","1667","11"
"22","1216","6"
"22","1524","13"
"22","686","19"
"22","1774","9"
"22","1629","20"
"22","1362","1"
"22","1760","12"
"22","575","16"
"22","588","5"
"22","378","6"
"22","548","4"
"22","1729","17"
"22","1345","18"
"22","394","7"
"22","786","16"
"22","1971","11"
"22","1956","15"
"22","608","4"
"22","1654","7"
"22","1754","1"
"22","124","4"
"22","1350","17"
"22","293","0"
"22","1997","3"
"57","275","16"
"57","1629","14"
"57","705","19"
"57","1080","10"
"57","107","1"
"57","601","10"
"57","1558","13"
"57","1756","17"
"57","1443","10"
"57","687","5"
"57","973","15"
"57","1995","14"
"57","576","11"
"57","297","1"
"57","1523","14"
"57","307","3"
"57","1746","10"
"57","1542","4"
"57","1120","1"
"57","580","0"
"57","1435","12"
"57","1544","10"
"57","1267","12"
"57","607","0"
"57","407","2"
"57","1350","8"
"57","1106","3"
"57","1974","16"
"57","1954","19"
"57","381","8"
"57","1367","8"
"57","23","18"
"57","988","19"
"57","619","2"
"57","876","6"
"57","935","16"
"57","763","13"
"57","1486","9"
"57","1918","13"
"57","1047","11"
"57","637","15"
"57","1463","14"
"57","357","6"
"57","1706","20"
"57","1505","18"
"57","1126","16"
"69","889","4"
"69","1633","7"
"69","969","5"
"69","368","4"
"69","1638","12"
"69","1011","13"
"69","1936","20"
"69","1548","7"
"69","1510","20"
"69","1965","2"
"69","273","17"
"69","820","13"
"69","935","17"
"69","783","13"
"69","731","11"
"69","1016","8"
"69","1840","7"
"69","1880","1"
"69","1072","13"
"69","534","12"
"69","1472","14"
"69","1637","11"
"69","1935","10"
"69","1015","10"
"69","585","13"
"69","134","0"
"69","146","2"
"69","390","9"
"69","1054","20"
"69","845","13"
"69","1934","15"
"69","982","12"
"69","1732","19"
"69","234","20"
"69","1364","19"
"69","1698","18"
"69","329","0"
"69","263","19"
"69","1559","13"
"69","1268","6"
"69","841","17"
"3","261","8"
"3","227","7"
"3","597","0"
"3","1213","13"
"3","1235","0"
"3","433","18"
"3","1998","1"
"3","1979","20"
"3","1825","13"
"3","1728","10"
"3","728","14"
"3","643","18"
"3","1562","18"
"3","1601","18"
"3","1274","17"
"3","975","14"
"3","326","1"
"3","909","1"
"3","625","14"
"3","473","15"
"3","1987","17"
"3","1143","13"
"3","1696","8"
"3","798","11"
"3","1985","17"
"3","789","6"
"3","683","18"
"3","1919","14"
"3","1377","2"
"3","1608","17"
"3","724","1"
"3","1208","4"
"3","529","6"
"3","1710","16"
"3","1396","10"
"3","1149","13"
"3","1088","2"
"3","425","14"
"3","1705","17"
"3","1638","18"
"3","1753","2"
"3","959","12"
"3","1543","17"
"3","523","14"
"3","1892","5"
"75","1145","16"
"75","153","11"
"75","1995","19"
"75","1454","8"
"75","181","20"
"75","1442","17"
"75","1654","0"
"75","921","19"
"75","1088","5"
"75","426","10"
"75","551","9"
"75","247","15"
"75","1507","3"
"75","1329","6"
"75","1562","2"
"75","199","20"
"75","1942","17"
"75","918","15"
"75","493","13"
"75","495","17"
"75","1178","19"
"75","319","18"
"17","720","5"
"17","299","8"
"17","1849","14"
"17","1729","0"
"17","1078","8"
"17","658","12"
"17","1113","0"
"17","618","18"
"17","1646","17"
"17","1717","0"
"17","1847","11"
"17","1664","4"
"17","1535","0"
"17","843","1"
"17","916","6"
"17","600","0"
"17","131","14"
"17","929","7"
"17","267","0"
"17","593","18"
"17","631","7"
"17","893","15"
"17","836","11"
"17","1861","8"
"17","150","3"
"17","197","0"
"17","8","20"
"17","509","8"
"17","88","15"
"17","1575","17"
"17","1454","1"
"17","1359","19"
"17","178","0"
"41","844","0"
"41","1955","0"
"41","1443","4"
"41","1474","7"
"41","513","7"
"41","1859","1"
"41","95","11"
"41","1940","0"
"41","1652","18"
"41","1691","5"
"41","855","1"
"41","763","9"
"41","259","0"
"41","1811","4"
"41","1943","20"
"41","355","9"
"41","1307","2"
"41","1106","2"
"41","184","6"
"41","903","5"
"41","1296","2"
"41","1998","11"
"41","139","10"
"41","1612","16"
"41","1299","2"
"41","1152","20"
"41","1932","16"
"41","1771","3"
"41","1512","18"
"41","425","16"
"41","1255","9"
"41","352","2"
"47","264","3"
"47","787","8"
"47","973","7"
"47","319","7"
"47","1108","18"
"47","1533","19"
"47","1008","17"
"47","1521","13"
"47","557","12"
"47","1088","10"
"47","1792","9"
"47","1912","16"
"60","61","10"
"60","189","4"
"60","1746","19"
"60","1060","14"
"60","1033","1"
"60","278","7"
"60","1348","10"
"60","520","2"
"60","1954","0"
"60","484","13"
"60","1013","0"
"60","1617","3"
"60","1158","10"
"60","683","18"
"60","1718","20"
"60","607","8"
"60","463","1"
"60","185","8"
"60","1700","18"
"60","95","14"
"60","1303","2"
"60","1692","12"
"60","1390","2"
"60","291","18"
"60","356","20"
"60","1813","8"
"60","717","11"
"60","1811","5"
"60","761","20"
"60","1671","19"
"60","1601","6"
"60","1512","18"
"60","1370","14"
"60","15","12"
"60","335","0"
"60","486","6"
"60","670","4"
"60","1867","14"
"60","1418","0"
"60","701","14"
"60","1016","19"
"60","1079","6"
"60","981","12"
"60","881","17"
"60","1275","0"
"60","1548","3"
"60","585","4"
"2","282","12"
"2","1121","7"
"2","136","6"
"20","280","8"
"20","488","15"
"20","1804","3"
"20","381","10"
"20","1938","13"
"20","502","10"
"20","346","10"
"20","1355","16"
"20","849","4"
"20","1436","10"
"20","495","0"
"20","341","8"
"20","105","18"
"20","1465","2"
"20","940","18"
"20","1290","9"
"20","902","10"
"20","1217","19"
"20","415","13"
"20","129","11"
"20","1130","18"
"20","332","19"
"20","1661","20"
"20","545","7"
"20","1542","15"
"20","1889","0"
"20","605","17"
"20","1386","6"
"20","1949","18"
"20","1600","5"
"20","24","7"
"20","321","10"
"20","1489","2"
"20","1215","7"
"20","1680","12"
"20","1245","14"
"20","1056","17"
"20","518","4"
"20","1320","10"
"20","1566","1"
"20","1194","19"
"20","751","20"
"20","654","18"
"20","121","2"
"20","1257","20"
"78","1765","19"
"78","648","19"
"78","833","17"
"78","588","5"
"78","971","0"
"78","1194","1"
"78","1805","6"
"78","1220","14"
"78","857","9"
"78","1124","19"
"78","1867","12"
"78","767","17"
"78","215","0"
"78","1875","2"
"78","507","0"
"78","997","10"
"78","319","20"
"30","1941","16"
"30","506","19"
"30","690","19"
"30","6","4"
"30","166","18"
"30","1178","12"
"30","956","4"
"30","611","14"
"30","1024","18"
"30","1377","6"
"30","1673","7"
"30","720","4"
"30","1054","20"
"30","917","20"
"30","1922","12"
"30","40","17"
"30","880","6"
"30","1494","7"
"30","1199","5"
"30","905","15"
"30","149","0"
"30","1652","17"
"30","1989","13"
"30","582","20"
"30","198","5"
"76","763","4"
"76","1105","6"
"76","592","2"
"76","715","20"
"76","74","0"
"76","1606","9"
"76","62","5"
"76","17","19"
"76","1762","18"
"76","558","0"
"76","1741","20"
"76","1117","11"
"76","1796","8"
"76","1498","0"
"76","927","10"
"76","1829","13"
"76","969","3"
"76","575","16"
"76","7","8"
"76","137","18"
"76","1567","15"
"76","1266","12"
"76","1322","14"
"76","1297","13"
"76","722","2"
"76","231","4"
"76","849","12"
"76","240","8"
"76","1394","7"
"76","1033","15"
"76","1815","11"
"76","662","18"
"76","860","5"
"76","1785","13"
"76","1008","10"
"76","1679","0"
"76","333","11"
"76","1387","1"
"76","5","5"
"76","1963","19"
"73","457","15"
"73","1266","2"
"73","212","12"
"73","1371","5"
"73","683","7"
"73","468","17"
"73","1322","15"
"73","1497","2"
"73","1170","10"
"73","201","11"
"73","440","12"
"73","989","19"
"73","1698","0"
"73","596","17"
"73","368","20"
"73","1190","20"
"73","83","1"
"73","1304","16"
"73","1256","16"
"73","586","4"
"73","903","13"
"73","728","0"
"73","1906","15"
"73","1464","9"
"73","321","6"
"73","1983","3"
"73","1896","11"
"73","541","4"
"73","1910","9"
"73","751","9"
"73","417","16"
"73","205","12"
"73","119","3"
"45","1714","5"
"45","15","16"
"45","1990","12"
"45","1835","18"
"45","291","12"
"45","1717","13"
"45","1718","0"
"45","1635","10"
"45","1011","5"
"45","65","8"
"45","230","13"
"45","456","4"
"45","678","10"
"45","864","11"
"45","136","20"
"45","1374","0"
"45","946","8"
"45","1265","12"
"45","1068","8"
"45","993","18"
"45","1709","12"
"45","1716","7"
"45","972","14"
"45","498","3"
"45","1237","5"
"45","228","10"
"45","963","17"
"45","1300","10"
"45","1089","17"
"45","106","6"
"45","1588","5"
"45","1681","9"
"45","512","3"
"45","1834","2"
"45","183","7"
"45","47","18"
"45","810","18"
"45","1759","5"
"45","1320","13"
"45","1538","9"
"45","1279","16"
"45","1167","12"
"45","762","9"
"45","1891","16"
"45","1274","14"
"45","5","18"
"45","199","8"
"45","1858","15"
"54","428","10"
"54","1063","17"
"54","1155","10"
"54","1800","10"
"7","212","19"
"7","1519","2"
"7","118","4"
"7","1198","10"
"7","1823","3"
"7","1411","10"
"7","1610","8"
"7","685","5"
"7","1987","18"
"7","1689","1"
"7","1856","2"
"7","419","7"
"7","1593","12"
"7","452","7"
"7","1275","19"
"7","245","3"
"7","948","7"
"7","1562","6"
"7","1774","17"
"7","996","14"
"7","86","14"
"7","589","12"
"7","388","0"
"7","1116","9"
"7","733","9"
"7","1753","0"
"7","680","8"
"7","1601","12"
"7","444","10"
"7","26","2"
"7","1291","2"
"7","68","10"
"7","103","14"
"7","1118","15"
"7","341","20"
"7","151","3"
"7","1261","4"
"7","1340","14"
"7","1059","3"
"7","1917","9"
"7","329","3"
"55","1165","11"
"55","1300","16"
"55","386","18"
"55","1701","16"
"55","1273","1"
"55","223","3"
"55","387","5"
"55","340","6"
"55","20","12"
"55","1013","19"
"55","1630","3"
"55","1361","0"
"55","775","10"
"55","1103","9"
"55","1875","13"
"55","1432","14"
"55","1598","4"
"55","1616","0"
"55","1186","19"
"55","1535","7"
"55","229","3"
"14","936","7"
"38","1284","0"
"38","188","0"
"38","1364","13"
"38","1","6"
"38","544","15"
"42","1214","9"
"42","215","14"
"42","182","8"
"42","1849","20"
"42","26","4"
"42","514","14"
"42","1367","13"
"42","454","16"
"42","1697","0"
"42","1604","10"
"42","61","0"
"42","811","19"
"42","0","10"
"42","265","2"
"42","1371","8"
"42","728","6"
"42","946","15"
"42","719","12"
"42","1462","7"
"42","481","12"
"42","681","0"
"42","1454","18"
"42","234","17"
"42","891","12"
"42","998","20"
"42","1265","5"
"42","254","13"
"86","1392","19"
"86","1365","3"
"86","595","10"
"86","1782","5"
"86","1852","1"
"86","534","13"
"86","948","6"
"86","190","8"
"86","1341","1"
"86","1700","8"
"86","946","9"
"86","679","9"
"86","480","1"
"86","901","13"
"86","1432","13"
"86","262","14"
"71","1873","5"
"71","1093","4"
"71","1489","19"
"71","1532","8"
"71","905","20"
"71","1567","6"
"71","1292","17"
"71","390","11"
"71","933","15"
"71","1305","2"
"71","1337","5"
"71","1287","12"
"71","1072","1"
"71","911","15"
"88","1380","17"
"88","1259","10"
"88","1762","6"
"88","1935","6"
"88","831","19"
"88","1134","5"
"72","416","20"
"72","762","17"
"72","1289","17"
"72","217","9"
"72","1435","20"
"72","1067","12"
"72","1467","14"
"72","1728","19"
"72","278","13"
"72","1860","12"
"72","645","12"
"72","325","9"
"72","1610","1"
"72","33","6"
"72","285","13"
"72","473","17"
