"25","Score from animal exactly","15.97","Prepared Food","Trader Joes","2022-12-05 14:25:01"
"26","Particular pull opportunity throughout","39.16","Canned Goods","Harris Teeters","2022-12-01 10:29:38"
"27","Security stock ball organization","44.42","Produce","Trader Joes","2022-11-27 18:59:08"
"28","Development large report","43.72","Pantry","Whole Foods","2022-12-03 23:08:30"
"29","I reduce","26.98","Sauces","Harris Teeters","2022-11-25 00:59:01"
"30","Knowledge else citizen","33.62","Cheese","Trader Joes","2022-12-07 12:46:28"
"31","Sense this manager fine level","26.24","Cheese","Trader Joes","2022-12-07 05:17:35"
"32","Study candidate","0.51","Produce","Harris Teeters","2022-12-04 00:56:06"
"33","About add senior woman","43.67","Seafood","Trader Joes","2022-11-26 06:41:45"
"34","Budget power them","17.88","Cheese","Trader Joes","2022-11-28 07:53:02"
"35","Little type","40.10","Pantry","Trader Joes","2022-11-24 10:27:30"
"36","Trial son break","16.17","Produce","Harris Teeters","2022-12-06 13:09:31"
"37","Boy child surface amount","13.87","Canned Goods","Harris Teeters","2022-11-30 05:00:03"
"38","Fire happen nothing support suffer","44.77","Produce","Harris Teeters","2022-12-05 21:47:28"
"39","Policy head Mrs debate","37.37","Dairy & Eggs","Trader Joes","2022-11-24 02:54:55"
"40","Character four smile","45.11","Seafood","Whole Foods","2022-12-02 02:46:51"
"41","Along especially change on guess","35.16","Baked Goods","Whole Foods","2022-12-01 00:39:16"
"42","Long dream","3.39","Beverages","Trader Joes","2022-11-28 06:20:57"
"43","Rock few structure federal board","35.61","Beverages","Whole Foods","2022-12-05 09:51:36"
"44","Subject wish gas look","44.63","Produce","Trader Joes","2022-12-04 06:12:26"
"45","Few same","9.21","Produce","Whole Foods","2022-12-07 14:34:12"
"46","South yard beautiful space","12.95","Frozen Food","Trader Joes","2022-11-29 06:30:30"
"47","His better","35.66","Produce","Trader Joes","2022-11-30 22:33:55"
"48","Turn small research describe","5.47","Frozen Food","Harris Teeters","2022-11-29 05:58:19"
"49","One coach court","7.08","Dairy & Eggs","Harris Teeters","2022-11-24 13:49:18"
"50","Later quality budget huge debate","2.27","Meat","Trader Joes","2022-11-27 10:59:24"
"51","Cup her","34.19","Pantry","Whole Foods","2022-11-26 10:45:05"
"52","Work chance image quite there","31.86","Frozen Food","Trader Joes","2022-12-01 17:34:45"
"53","Your play themselves myself","14.01","Baked Goods","Trader Joes","2022-12-02 03:55:30"
"54","Stand along chance either","50.19","Baked Goods","Whole Foods","2022-12-03 02:31:08"
"55","Family relationship like son might","2.08","Seafood","Trader Joes","2022-11-29 08:51:26"
"56","American address such","21.20","Seafood","Trader Joes","2022-11-27 12:25:34"
"57","Why measure too maybe","36.11","Meat","Whole Foods","2022-12-06 11:29:18"
"58","Wrong section town deal movement","38.53","Beverages","Trader Joes","2022-12-05 14:38:32"
"59","Parent do ten after","0.94","Bread","Trader Joes","2022-11-28 07:44:13"
"60","Medical effort assume","16.38","Produce","Trader Joes","2022-12-03 19:27:08"
"61","Special artist political camera","18.93","Prepared Food","Trader Joes","2022-12-02 00:18:57"
"62","Walk loss","9.62","Meat","Harris Teeters","2022-11-25 21:16:45"
"63","Special good along","29.49","Baked Goods","Trader Joes","2022-12-05 01:03:03"
"64","Big sing","1.04","Canned Goods","Whole Foods","2022-11-27 03:02:13"
"65","Food record power crime situation","49.62","Produce","Harris Teeters","2022-11-26 14:23:34"
"66","Particular level","40.43","Meat","Harris Teeters","2022-11-26 22:09:22"
"67","Fast support when hold family","47.87","Beverages","Trader Joes","2022-11-26 20:32:30"
"68","Team yet although hot he","12.58","Baking","Harris Teeters","2022-12-02 13:26:24"
"69","Away and various main too","33.85","Prepared Food","Trader Joes","2022-12-07 17:20:54"
"70","Then director simply those physical","32.89","Pantry","Whole Foods","2022-12-06 14:48:59"
"71","Medical watch certainly through","27.10","Baked Goods","Whole Foods","2022-11-26 10:45:44"
"72","As indeed choose west","50.57","Bread","Trader Joes","2022-12-04 08:51:30"
"73","Air try while reveal","5.45","Dairy & Eggs","Trader Joes","2022-11-25 14:42:08"
"74","Grow ahead girl","0.29","Canned Goods","Whole Foods","2022-12-02 18:49:40"
"75","Others century","0.26","Canned Goods","Harris Teeters","2022-11-26 21:29:41"
"76","Fall ready","38.29","Baked Goods","Whole Foods","2022-11-27 08:23:16"
"77","Law live religious","16.16","Pantry","Harris Teeters","2022-11-24 14:00:23"
"78","Gun list fall","35.81","Baked Goods","Trader Joes","2022-12-01 20:12:52"
"79","Or ball mouth","19.20","Baking","Trader Joes","2022-12-03 01:06:41"
"80","Watch source firm","15.30","Beverages","Trader Joes","2022-11-28 08:53:16"
"81","Head production technology","38.02","Beverages","Harris Teeters","2022-12-03 11:08:17"
"82","Reduce car","19.70","Baked Goods","Harris Teeters","2022-12-04 00:30:23"
"83","Opportunity fear great","15.56","Bread","Harris Teeters","2022-12-02 20:50:23"
"84","Around impact individual rock fly","13.47","Pantry","Whole Foods","2022-12-01 00:35:56"
"85","Before control board born","38.88","Pantry","Trader Joes","2022-11-27 15:22:24"
"86","Up control instead company","29.43","Frozen Food","Whole Foods","2022-12-06 14:36:18"
"87","Green place beat","48.26","Baking","Harris Teeters","2022-12-01 01:25:27"
"88","Store last","29.00","Produce","Trader Joes","2022-11-29 05:09:15"
"89","Boy without feeling","38.19","Produce","Harris Teeters","2022-12-04 04:51:07"
"90","Begin marriage which myself","25.35","Bread","Trader Joes","2022-11-24 10:19:36"
"91","Establish protect a","25.67","Baked Goods","Trader Joes","2022-12-03 12:33:21"
"92","Bill education exist sense","12.76","Baking","Trader Joes","2022-11-25 23:23:58"
"93","Audience energy","34.43","Seafood","Whole Foods","2022-11-26 18:34:48"
"94","Teacher three seven attention team","18.66","Cheese","Harris Teeters","2022-11-27 04:02:17"
"95","Mission decision black western myself","47.99","Pantry","Whole Foods","2022-11-30 16:02:14"
"96","Kind nothing case","7.89","Prepared Food","Whole Foods","2022-11-26 19:56:21"
"97","Husband life nice federal","40.60","Baking","Harris Teeters","2022-12-03 23:33:00"
"98","Live reason five","41.07","Seafood","Trader Joes","2022-12-04 16:22:14"
"99","Central many thought","13.03","Prepared Food","Harris Teeters","2022-12-02 12:46:07"
"100","Hospital year suffer without","43.10","Dairy & Eggs","Trader Joes","2022-12-03 11:54:14"
"101","Guess break","0.34","Baking","Whole Foods","2022-12-01 00:08:29"
"102","Cell of course","27.58","Baked Goods","Harris Teeters","2022-12-01 22:05:07"
"103","Collection instead today itself","28.90","Canned Goods","Trader Joes","2022-11-27 11:39:28"
"104","Firm decade cost glass work","27.62","Canned Goods","Whole Foods","2022-12-03 08:39:14"
"105","Somebody keep daughter","45.06","Prepared Food","Harris Teeters","2022-12-03 07:57:40"
"106","Doctor be","11.46","Pantry","Trader Joes","2022-11-25 06:55:54"
"107","Do father beautiful","32.96","Beverages","Harris Teeters","2022-11-30 19:25:17"
"108","In approach recent program","41.70","Beverages","Harris Teeters","2022-12-04 08:34:40"
"109","Lawyer effort little front amount","3.20","Produce","Harris Teeters","2022-12-02 09:30:25"
"110","Face according","4.54","Dairy & Eggs","Whole Foods","2022-11-29 07:09:13"
"111","However TV law fund bill","5.40","Meat","Harris Teeters","2022-12-01 17:51:08"
"112","Lay foot agreement and hard","13.67","Pantry","Whole Foods","2022-12-02 07:08:41"
"113","Study economy rock","19.39","Seafood","Whole Foods","2022-12-06 10:50:56"
"114","Effort gas Republican and","35.09","Produce","Whole Foods","2022-11-24 03:05:48"
"115","Manager just true include","31.58","Baked Goods","Harris Teeters","2022-12-04 14:06:51"
"116","Beat drop step","9.52","Canned Goods","Whole Foods","2022-11-29 02:05:08"
"117","Partner stand next though","25.05","Produce","Whole Foods","2022-11-28 06:49:00"
"118","Majority campaign that","22.40","Baking","Whole Foods","2022-12-04 11:02:50"
"119","News experience","34.25","Bread","Whole Foods","2022-12-01 02:32:18"
"120","Method left plant evening","1.15","Seafood","Harris Teeters","2022-11-26 07:20:46"
"121","Run eat expect","47.84","Sauces","Harris Teeters","2022-11-24 01:29:01"
"122","Middle teacher business population brother","47.72","Baking","Trader Joes","2022-12-02 14:48:34"
"123","Push region produce","14.94","Dairy & Eggs","Harris Teeters","2022-11-29 17:37:18"
"124","Million push","14.47","Cheese","Trader Joes","2022-12-05 13:30:35"
"125","Old case administration","32.41","Beverages","Whole Foods","2022-12-02 19:31:05"
"126","Play speech theory choice computer","4.17","Baked Goods","Trader Joes","2022-11-28 22:01:47"
"127","Notice receive degree run","14.97","Baking","Harris Teeters","2022-12-03 05:46:55"
"128","Part car material truth","39.03","Cheese","Harris Teeters","2022-12-06 16:24:12"
"129","Grow lay actually detail present","42.63","Dairy & Eggs","Trader Joes","2022-12-05 13:53:09"
"130","Finish summer else page region","20.37","Frozen Food","Harris Teeters","2022-12-03 05:28:56"
"131","Decade firm","47.31","Produce","Harris Teeters","2022-12-02 05:38:26"
"132","Protect process difficult general","10.39","Frozen Food","Whole Foods","2022-11-24 07:37:19"
"133","Of around piece government","31.80","Meat","Whole Foods","2022-11-25 09:27:20"
"134","Drop actually","41.41","Bread","Harris Teeters","2022-11-25 12:29:52"
"135","General professional","8.27","Canned Goods","Harris Teeters","2022-12-04 19:16:28"
"136","Center find power road","50.95","Produce","Whole Foods","2022-12-03 19:46:37"
"137","Act through move source","43.90","Bread","Trader Joes","2022-12-05 03:14:44"
"138","North but","24.21","Dairy & Eggs","Trader Joes","2022-11-23 23:32:39"
"139","Catch than method run","9.10","Produce","Harris Teeters","2022-12-01 22:00:04"
"140","Style star east","1.21","Bread","Harris Teeters","2022-12-07 12:46:36"
"141","Response interview ten","6.79","Cheese","Trader Joes","2022-12-05 00:15:08"
"142","Past always future","47.93","Seafood","Trader Joes","2022-12-03 01:04:11"
"143","Personal threat","31.11","Prepared Food","Trader Joes","2022-12-02 14:29:43"
"144","Public leader medical","10.94","Frozen Food","Trader Joes","2022-12-03 17:29:38"
"145","Establish manage hotel financial","18.70","Seafood","Trader Joes","2022-12-05 06:53:48"
"146","Significant now","16.87","Sauces","Trader Joes","2022-11-24 20:02:39"
"147","House build get anything","17.94","Prepared Food","Harris Teeters","2022-11-24 17:41:53"
"148","Quite old simply","18.87","Dairy & Eggs","Whole Foods","2022-11-28 22:22:32"
"149","Might history strong economy break","21.31","Produce","Harris Teeters","2022-12-06 20:05:57"
"150","Class test check suffer","0.74","Frozen Food","Trader Joes","2022-11-25 03:35:26"
"151","Choose general fact fall manager","25.76","Frozen Food","Whole Foods","2022-12-04 08:48:41"
"152","A cell analysis","8.43","Seafood","Whole Foods","2022-11-24 03:09:37"
"153","Travel professional production election","39.24","Dairy & Eggs","Trader Joes","2022-11-25 14:39:13"
"154","Very everything store morning as","40.20","Sauces","Harris Teeters","2022-11-26 13:50:36"
"155","Place myself his itself","19.36","Prepared Food","Whole Foods","2022-11-24 05:40:31"
"156","Sing standard exactly election","33.70","Baked Goods","Trader Joes","2022-12-01 14:56:24"
"157","Couple site social suddenly","48.65","Seafood","Harris Teeters","2022-11-27 16:13:13"
"158","His less already treatment PM","48.29","Prepared Food","Trader Joes","2022-11-24 06:52:25"
"159","More walk quite piece","40.89","Baked Goods","Harris Teeters","2022-12-05 23:14:59"
"160","Room eat","15.35","Bread","Trader Joes","2022-11-28 09:35:07"
"161","Back large season last","32.90","Cheese","Harris Teeters","2022-11-26 08:13:56"
"162","Clearly type up","40.50","Baking","Whole Foods","2022-11-30 12:05:53"
"163","Join serious green","20.11","Sauces","Trader Joes","2022-12-01 08:35:02"
"164","Manage several","12.97","Cheese","Trader Joes","2022-12-03 13:31:30"
"165","Itself play pull recent","2.74","Sauces","Whole Foods","2022-12-05 04:47:49"
"166","Stop camera report foreign","1.50","Beverages","Harris Teeters","2022-12-05 09:41:50"
"167","Career bank ten guess attorney","45.14","Prepared Food","Whole Foods","2022-12-07 00:40:03"
"168","Amount up suddenly war","20.50","Sauces","Harris Teeters","2022-11-26 22:42:28"
"169","Image central challenge","19.65","Frozen Food","Harris Teeters","2022-11-25 08:35:47"
"170","By care lose","41.91","Dairy & Eggs","Trader Joes","2022-11-25 00:56:42"
"171","Analysis never season piece wear","22.74","Pantry","Harris Teeters","2022-11-25 21:57:59"
"172","Nice spend","12.33","Produce","Trader Joes","2022-12-01 20:46:13"
"173","Site military lead","9.96","Meat","Harris Teeters","2022-12-04 19:11:31"
"174","Check plan computer mention time","20.09","Baked Goods","Trader Joes","2022-11-28 14:05:50"
"175","Particularly speech mission remember","41.17","Beverages","Whole Foods","2022-12-05 11:18:19"
"176","Arm bar military able simple","6.54","Produce","Whole Foods","2022-12-02 10:58:25"
"177","Later street mention would technology","7.17","Baking","Whole Foods","2022-12-01 14:20:06"
"178","Consumer by","21.77","Bread","Trader Joes","2022-11-28 14:21:46"
"179","Including artist","19.49","Sauces","Harris Teeters","2022-11-25 04:09:33"
"180","Should represent group strong back","3.56","Produce","Trader Joes","2022-12-02 12:31:24"
"181","Top series public none sound","26.23","Baked Goods","Trader Joes","2022-11-24 15:36:35"
"182","Sort couple hold group","7.03","Meat","Trader Joes","2022-12-02 10:04:45"
"183","Computer pattern","41.01","Bread","Trader Joes","2022-12-01 17:46:44"
"184","So second reason live","3.68","Dairy & Eggs","Harris Teeters","2022-12-03 15:52:31"
"185","Agree middle student","5.42","Seafood","Trader Joes","2022-12-02 14:36:10"
"186","Likely almost","33.80","Beverages","Trader Joes","2022-11-30 20:58:10"
"187","A front","35.89","Cheese","Whole Foods","2022-11-27 11:17:54"
"188","Company TV policy","15.79","Canned Goods","Harris Teeters","2022-12-01 20:57:50"
"189","Lot thousand","43.50","Seafood","Trader Joes","2022-11-24 23:27:45"
"190","Drive example color","15.45","Frozen Food","Harris Teeters","2022-11-29 09:24:37"
"191","There leg theory","8.49","Cheese","Whole Foods","2022-12-07 14:49:16"
"192","Class on","43.49","Bread","Trader Joes","2022-11-28 01:54:28"
"193","Affect station member","2.06","Bread","Whole Foods","2022-11-26 14:55:13"
"194","Particularly sing purpose here ago","27.72","Canned Goods","Trader Joes","2022-12-01 23:40:27"
"195","Two hair describe","25.09","Produce","Whole Foods","2022-11-27 01:20:42"
"196","Not go benefit time","15.60","Sauces","Whole Foods","2022-12-03 04:07:24"
"197","Trouble drive loss","37.08","Baking","Whole Foods","2022-11-30 00:44:52"
"198","Those head against","39.99","Sauces","Harris Teeters","2022-12-05 10:10:41"
"199","Everybody particularly test","25.80","Produce","Whole Foods","2022-11-26 11:51:59"
"200","There any require agree inside","25.55","Cheese","Trader Joes","2022-11-26 10:47:37"
"201","Page claim future in","37.36","Cheese","Whole Foods","2022-12-06 03:04:44"
"202","Value generation","40.45","Seafood","Harris Teeters","2022-12-05 09:05:15"
"203","Million approach theory election rich","20.37","Bread","Whole Foods","2022-12-03 03:09:52"
"204","Fact issue","43.52","Dairy & Eggs","Trader Joes","2022-11-30 10:28:35"
"205","Road get car party","10.03","Canned Goods","Whole Foods","2022-12-04 08:33:43"
"206","Huge away represent race sing","34.92","Pantry","Whole Foods","2022-12-07 08:24:44"
"207","College debate direction","33.17","Canned Goods","Harris Teeters","2022-12-05 20:57:01"
"208","Tonight perhaps explain soldier","43.15","Frozen Food","Trader Joes","2022-12-03 19:54:55"
"209","Tonight garden maybe","21.68","Produce","Trader Joes","2022-11-27 09:57:24"
"210","Worker season figure they","24.44","Seafood","Harris Teeters","2022-12-03 09:04:42"
"211","Memory who yet spend","43.19","Pantry","Whole Foods","2022-11-27 11:44:33"
"212","On plant","33.13","Prepared Food","Whole Foods","2022-11-28 21:06:25"
"213","Popular word book read pass","24.10","Produce","Whole Foods","2022-11-24 18:42:58"
"214","Break gun","46.61","Baked Goods","Whole Foods","2022-12-01 15:11:13"
"215","Put hard","44.32","Beverages","Harris Teeters","2022-12-05 17:09:27"
"216","Two no still","4.99","Prepared Food","Whole Foods","2022-12-06 05:39:33"
"217","Ago poor coach","33.52","Prepared Food","Trader Joes","2022-11-28 22:56:59"
"218","Remain if again care","24.21","Canned Goods","Whole Foods","2022-12-04 14:36:42"
"219","Approach heart sort popular if","14.64","Prepared Food","Whole Foods","2022-12-04 23:05:41"
"220","Lose big","32.62","Sauces","Whole Foods","2022-12-07 06:35:31"
"221","Line Congress must city","38.18","Meat","Whole Foods","2022-12-04 23:54:29"
"222","While long","36.52","Seafood","Harris Teeters","2022-12-07 09:42:27"
"223","Enter director","7.37","Prepared Food","Harris Teeters","2022-11-27 07:54:44"
"224","Speech catch ten statement","8.75","Pantry","Whole Foods","2022-12-07 11:12:47"
"225","According television next","48.77","Produce","Harris Teeters","2022-12-05 19:22:45"
"226","Use nice","49.43","Seafood","Whole Foods","2022-11-26 06:32:57"
"227","Drop marriage","19.35","Frozen Food","Whole Foods","2022-11-29 08:34:51"
"228","Many water","32.43","Sauces","Harris Teeters","2022-11-26 03:07:54"
"229","Fight institution","47.47","Frozen Food","Whole Foods","2022-12-03 03:46:32"
"230","Discuss very score","30.84","Cheese","Whole Foods","2022-12-02 14:57:46"
"231","His can sing","25.45","Sauces","Whole Foods","2022-12-06 01:09:03"
"232","Director remember place grow","17.45","Beverages","Trader Joes","2022-12-03 15:15:39"
"233","Term look fact","28.19","Seafood","Harris Teeters","2022-12-02 06:08:09"
"234","Sea upon full","14.14","Pantry","Harris Teeters","2022-12-03 05:22:27"
"235","Let left very your","39.28","Pantry","Whole Foods","2022-12-03 14:20:05"
"236","Find discussion military ability","30.40","Cheese","Harris Teeters","2022-12-03 11:24:37"
"237","Star issue any","49.05","Baking","Whole Foods","2022-12-03 18:32:15"
"238","Enjoy rise","11.14","Dairy & Eggs","Whole Foods","2022-11-28 07:04:10"
"239","Agreement well account movement","8.14","Canned Goods","Harris Teeters","2022-11-28 17:52:17"
"240","Scientist culture","0.66","Produce","Harris Teeters","2022-12-03 23:36:22"
"241","Mr unit","14.53","Beverages","Whole Foods","2022-12-03 04:13:20"
"242","Southern job high she","39.34","Dairy & Eggs","Trader Joes","2022-11-24 14:21:56"
"243","Girl happen front law care","33.11","Canned Goods","Whole Foods","2022-11-30 00:22:08"
"244","Resource evening","44.18","Beverages","Harris Teeters","2022-11-27 04:54:08"
"245","Debate wish floor inside","32.15","Frozen Food","Harris Teeters","2022-12-07 11:43:19"
"246","Really listen","32.57","Pantry","Whole Foods","2022-12-05 07:24:37"
"247","Lawyer fund indicate","24.10","Produce","Harris Teeters","2022-12-07 14:51:32"
"248","Friend state do eat","30.99","Prepared Food","Harris Teeters","2022-12-03 20:44:20"
"249","Language thousand","35.51","Canned Goods","Trader Joes","2022-12-04 17:35:32"
"250","Involve education little","14.56","Cheese","Whole Foods","2022-11-30 18:53:44"
"251","President outside upon why","33.87","Frozen Food","Trader Joes","2022-11-26 00:44:16"
"252","Feel military pull","3.19","Bread","Whole Foods","2022-12-02 05:26:03"
"253","Free perform","10.98","Meat","Whole Foods","2022-12-05 06:42:44"
"254","Question in court hospital","50.98","Baked Goods","Harris Teeters","2022-12-02 03:11:35"
"255","Could foreign mind myself surface","37.55","Dairy & Eggs","Harris Teeters","2022-11-27 14:21:55"
"256","Management production up our allow","31.77","Frozen Food","Whole Foods","2022-12-01 14:47:55"
"257","Room a artist drug them","39.28","Produce","Harris Teeters","2022-11-26 13:15:40"
"258","International position write those full","43.24","Meat","Whole Foods","2022-11-27 20:48:35"
"259","Newspaper ground just keep","42.40","Frozen Food","Trader Joes","2022-12-05 06:41:43"
"260","Chair senior","48.19","Bread","Whole Foods","2022-12-03 11:17:12"
"261","Remain decide happy another","25.26","Produce","Trader Joes","2022-11-26 00:44:40"
"262","One them in decision","0.85","Canned Goods","Whole Foods","2022-11-27 05:10:49"
"263","Poor majority herself Mr bad","46.63","Beverages","Trader Joes","2022-11-24 06:38:21"
"264","Information serious fine","47.02","Beverages","Trader Joes","2022-11-29 17:01:49"
"265","Whose agreement tell mention check","16.14","Bread","Harris Teeters","2022-12-04 18:13:04"
"266","There wonder him","47.64","Produce","Harris Teeters","2022-12-02 03:39:52"
"267","Station enough become","9.40","Baked Goods","Whole Foods","2022-12-07 14:01:53"
"268","As year look floor","46.03","Canned Goods","Harris Teeters","2022-11-26 17:39:20"
"269","Parent very card center","1.15","Canned Goods","Trader Joes","2022-12-04 08:05:31"
"270","All evening his","22.37","Dairy & Eggs","Trader Joes","2022-12-02 23:27:08"
"271","Sort couple station my full","35.01","Sauces","Whole Foods","2022-11-27 19:46:06"
"272","Standard PM election case","6.78","Produce","Harris Teeters","2022-12-07 12:40:43"
"273","Western serious edge bit","4.75","Cheese","Whole Foods","2022-11-27 00:27:01"
"274","Alone subject development best","45.27","Beverages","Trader Joes","2022-11-28 04:57:13"
"275","Human participant seat","22.20","Frozen Food","Trader Joes","2022-11-30 10:32:17"
"276","Wind natural customer letter","20.16","Prepared Food","Whole Foods","2022-11-30 14:59:31"
"277","Professor show bar standard final","45.41","Meat","Trader Joes","2022-11-24 18:11:05"
"278","Particularly factor","7.21","Cheese","Harris Teeters","2022-11-30 14:06:34"
"279","Mention get last","26.64","Seafood","Harris Teeters","2022-12-06 19:35:16"
"280","But order leg food","18.30","Pantry","Harris Teeters","2022-12-04 12:16:40"
"281","All structure point","17.09","Produce","Trader Joes","2022-12-01 12:08:03"
"282","Within president explain situation","15.88","Dairy & Eggs","Trader Joes","2022-12-06 10:40:36"
"283","Employee argue home","17.74","Meat","Harris Teeters","2022-11-29 09:03:38"
"284","Week treat mouth","28.90","Baking","Trader Joes","2022-11-26 21:19:03"
"285","Hear minute discuss space","24.03","Pantry","Harris Teeters","2022-11-29 16:39:46"
"286","Final station","8.56","Cheese","Harris Teeters","2022-11-24 06:35:01"
"287","Moment buy east example","25.55","Prepared Food","Whole Foods","2022-12-05 07:56:51"
"288","Clearly thought","33.45","Prepared Food","Harris Teeters","2022-11-28 19:40:33"
"289","Character sometimes small","11.70","Cheese","Whole Foods","2022-11-29 23:36:02"
"290","Agree discussion star individual third","10.31","Produce","Whole Foods","2022-12-07 11:56:24"
"291","Thing ok collection","15.67","Produce","Harris Teeters","2022-12-01 04:08:16"
"292","Reveal so","12.07","Produce","Trader Joes","2022-12-03 21:45:49"
"293","Herself hold his","33.63","Produce","Whole Foods","2022-11-26 09:45:18"
"294","Talk mouth tonight","5.01","Baked Goods","Whole Foods","2022-11-29 19:18:27"
"295","Late every include generation","25.33","Produce","Harris Teeters","2022-11-25 18:22:32"
"296","Only scientist teach","48.06","Pantry","Harris Teeters","2022-12-06 07:34:19"
"297","Really eat","45.99","Produce","Harris Teeters","2022-11-27 04:04:40"
"298","Phone meeting add challenge project","23.38","Beverages","Trader Joes","2022-12-06 02:01:23"
"299","Card look safe","12.77","Pantry","Whole Foods","2022-12-03 12:56:50"
"300","List key little fast","44.42","Prepared Food","Whole Foods","2022-12-02 09:02:24"
"301","Herself official receive may push","48.72","Seafood","Trader Joes","2022-11-29 14:46:12"
"302","Issue enter cold","8.76","Seafood","Harris Teeters","2022-12-06 11:07:48"
"303","Sing media step live game","27.38","Prepared Food","Whole Foods","2022-12-04 23:29:34"
"304","Appear role why learn attention","12.76","Baking","Trader Joes","2022-11-26 09:51:32"
"305","Without wall stay","13.23","Produce","Whole Foods","2022-11-28 02:51:14"
"306","Participant environment purpose prevent","1.77","Frozen Food","Trader Joes","2022-11-27 23:17:44"
"307","While door statement","47.46","Baking","Whole Foods","2022-12-02 12:22:14"
"308","Old site","44.03","Baking","Trader Joes","2022-11-28 02:02:26"
"309","Order evening","47.26","Baked Goods","Trader Joes","2022-12-03 05:24:02"
"310","Floor somebody many","9.78","Bread","Harris Teeters","2022-12-06 04:17:07"
"311","Only wait technology town","3.55","Sauces","Harris Teeters","2022-11-24 15:59:44"
"312","Maybe information forward","40.79","Frozen Food","Whole Foods","2022-11-28 11:52:14"
"313","Fund catch","42.95","Dairy & Eggs","Trader Joes","2022-11-30 13:34:29"
"314","With participant form time","4.58","Meat","Whole Foods","2022-11-27 18:41:38"
"315","Mention next","25.77","Dairy & Eggs","Whole Foods","2022-12-04 18:35:23"
"316","Provide parent information call","42.99","Beverages","Trader Joes","2022-11-26 15:13:29"
"317","Significant stuff section lot rather","6.87","Prepared Food","Trader Joes","2022-12-04 05:45:39"
"318","Everybody book green","34.09","Baking","Whole Foods","2022-11-24 02:26:15"
"319","Part wind","8.15","Sauces","Harris Teeters","2022-12-03 19:28:08"
"320","Six loss agree place","8.10","Frozen Food","Trader Joes","2022-12-03 10:06:45"
"321","See different decide trip total","3.76","Produce","Trader Joes","2022-12-03 14:23:46"
"322","Night reflect image","34.07","Meat","Trader Joes","2022-12-04 17:21:52"
"323","Certainly walk camera debate western","5.73","Sauces","Trader Joes","2022-12-05 07:17:45"
"324","Environmental deep range","40.06","Frozen Food","Harris Teeters","2022-12-06 14:40:31"
"325","Then police","9.98","Frozen Food","Whole Foods","2022-11-27 07:46:59"
"326","Care yet well according","20.18","Meat","Trader Joes","2022-12-01 22:07:32"
"327","Seem beat debate late radio","30.68","Beverages","Trader Joes","2022-12-06 16:24:34"
"328","Ball keep","49.51","Pantry","Whole Foods","2022-12-07 01:35:31"
"329","Necessary million trade century","25.65","Seafood","Whole Foods","2022-12-01 12:17:45"
"330","These century alone","41.72","Dairy & Eggs","Trader Joes","2022-11-26 17:14:13"
"331","Modern north","22.85","Meat","Harris Teeters","2022-12-05 11:34:57"
"332","Option five prove performance","32.44","Canned Goods","Trader Joes","2022-11-29 13:03:16"
"333","Also himself with garden","32.00","Produce","Whole Foods","2022-11-29 23:14:01"
"334","Baby book itself people nation","33.64","Bread","Trader Joes","2022-11-26 14:46:25"
"335","Now always","23.23","Frozen Food","Whole Foods","2022-12-02 04:19:38"
"336","Magazine series think","26.00","Prepared Food","Whole Foods","2022-11-29 15:18:16"
