"54","31","1494","1973-08-26 18:48:02"
"55","44","538","2008-03-09 17:25:22"
"56","37","161","2016-11-13 13:00:31"
"57","81","30","2010-04-28 16:57:21"
"58","66","651","1973-04-18 08:02:45"
"59","70","1893","1986-04-11 15:48:50"
"60","27","1117","1989-04-06 03:42:52"
"61","27","1057","1976-09-22 10:55:31"
"62","85","50","1996-08-08 05:42:13"
"63","13","1109","2016-08-25 06:51:34"
"64","92","754","1985-08-28 16:10:08"
"65","19","602","1970-07-10 06:43:23"
"66","85","1532","1992-03-06 22:27:03"
"67","94","63","1978-03-26 13:16:13"
"68","95","213","1973-09-20 12:42:15"
"69","70","1724","1983-05-02 01:48:46"
"70","29","599","2009-09-02 02:46:49"
"71","77","343","2014-08-17 02:04:07"
"72","63","151","2015-12-18 00:11:05"
"73","97","1248","1998-03-18 12:27:15"
"74","75","455","1997-07-07 12:30:32"
"75","72","552","1985-05-19 04:21:20"
"76","65","437","2020-05-28 05:45:50"
"77","94","623","1985-06-28 20:46:35"
"78","63","1833","2020-12-01 14:17:29"
"79","76","1596","2003-12-20 06:22:01"
"80","85","635","2018-12-25 02:01:56"
"81","64","196","2022-05-05 07:51:56"
"82","39","379","2020-07-17 18:47:52"
"83","83","1029","2022-04-30 20:01:33"
"84","76","549","1982-01-24 04:32:20"
"85","74","104","2001-04-18 04:08:10"
"86","93","564","2011-04-30 03:36:29"
"87","1","1833","1977-11-11 08:00:11"
"88","60","1038","2002-09-12 16:35:46"
"89","85","26","2013-01-09 22:32:40"
"90","23","781","1994-10-29 02:55:45"
"91","1","1475","1996-12-10 02:57:17"
"92","92","61","1970-12-31 00:35:42"
"93","11","1228","1995-03-14 13:49:20"
"94","21","1324","1981-01-07 07:43:15"
"95","75","868","1973-11-03 17:20:36"
"96","11","1060","1971-12-16 10:39:59"
"97","87","1324","1972-08-27 13:45:24"
"98","23","151","2015-02-19 05:16:49"
"99","82","76","2000-07-24 07:25:56"
"100","53","568","1973-05-24 13:13:17"
"101","72","1725","2010-05-21 05:27:38"
"102","98","1996","1978-11-01 08:24:15"
"103","6","1540","2018-04-08 23:35:59"
"104","20","1034","1976-02-21 08:12:59"
"105","68","1577","1997-12-06 13:35:15"
"106","35","788","2015-06-18 15:48:44"
"107","35","113","1976-12-13 08:31:51"
"108","11","311","2013-11-26 18:33:17"
"109","69","854","2004-11-10 07:57:25"
"110","20","503","2022-10-05 19:14:14"
"111","72","1328","1989-04-12 07:10:05"
"112","25","1867","2014-08-25 00:55:26"
"113","83","1524","2012-08-25 20:55:23"
"114","47","1229","2005-01-08 03:35:25"
"115","96","720","2020-10-08 20:10:40"
"116","79","52","1996-10-07 22:56:05"
"117","57","115","1984-05-24 10:07:41"
"118","90","1887","1979-06-13 22:28:08"
"119","58","1125","1994-11-11 01:01:24"
"120","88","412","2009-09-21 11:51:09"
"121","72","618","1990-01-22 00:27:38"
"122","66","1271","2015-07-26 19:46:24"
"123","94","1646","1999-07-16 09:42:54"
"124","43","1023","2008-04-06 00:38:44"
"125","65","747","1977-02-10 19:28:49"
"126","9","1151","1984-07-21 14:16:54"
"127","21","646","1989-07-31 11:23:08"
"128","63","1710","2009-03-14 20:29:57"
"129","56","564","1970-05-12 13:38:02"
"130","58","962","1976-04-20 21:21:05"
"131","21","1400","2012-01-18 09:58:50"
"132","63","282","1995-07-23 21:50:18"
"133","96","1209","1989-01-19 06:55:12"
"134","96","937","1976-09-01 11:09:41"
"135","93","493","1981-09-02 08:43:55"
"136","54","897","2021-08-19 09:44:57"
"137","80","166","1973-10-13 00:52:43"
"138","93","1653","1973-06-02 01:30:11"
"139","46","656","1992-02-24 20:15:19"
"140","7","1922","1984-09-30 22:18:16"
"141","77","943","1986-04-21 11:34:36"
"142","79","1162","1992-06-07 11:04:55"
"143","34","901","2010-01-30 04:41:23"
"144","49","1403","1972-05-28 18:30:13"
"145","93","1310","2017-08-05 21:08:52"
"146","61","652","2009-01-22 17:47:00"
"147","9","1840","1973-06-25 10:21:48"
"148","37","1814","1999-12-02 05:42:06"
"149","0","1984","1995-07-15 22:15:46"
"150","61","502","1972-09-27 22:58:35"
"151","79","456","1998-07-14 22:27:02"
"152","4","1751","1988-12-02 04:15:33"
"153","27","562","1998-01-04 06:15:11"
"154","63","1755","1988-02-07 21:38:00"
"155","30","291","2002-05-31 23:39:03"
"156","82","1081","1985-07-10 21:03:35"
"157","90","1036","1977-06-20 03:13:53"
"158","85","1989","1987-11-25 19:17:40"
"159","1","1767","2012-08-02 23:17:45"
"160","81","417","1984-08-10 04:49:26"
"161","31","979","2017-09-18 11:13:38"
"162","19","258","1973-01-30 07:53:43"
"163","90","1468","2002-10-11 17:51:54"
"164","35","713","1984-06-17 05:21:20"
"165","89","862","2008-05-20 17:08:52"
"166","25","409","2015-02-19 02:14:33"
"167","14","227","1991-07-05 12:43:06"
"168","46","1224","1974-01-18 20:31:01"
"169","63","1891","1985-04-08 03:25:22"
"170","86","127","2005-07-13 05:40:27"
"171","25","1066","1981-07-07 14:26:26"
"172","48","1936","2011-02-08 20:06:54"
"173","20","113","2013-11-03 01:26:18"
"174","99","1937","2006-11-17 17:48:16"
"175","89","446","1987-09-02 13:06:13"
"176","93","1917","2009-12-30 05:08:16"
"177","10","758","2004-11-19 07:50:30"
"178","77","1879","1974-09-12 02:15:25"
"179","97","1306","1998-11-07 06:14:01"
"180","45","1168","1984-03-31 22:28:43"
"181","77","1136","2004-04-30 16:15:02"
"182","92","543","1986-02-28 10:25:56"
"183","90","613","2001-06-13 18:51:07"
"184","32","1453","1988-10-18 13:47:50"
"185","79","104","1981-09-16 15:10:43"
"186","0","1287","2001-12-26 23:45:42"
"187","78","177","1995-09-19 09:30:32"
"188","71","787","1981-09-01 07:55:02"
"189","29","1199","1972-01-17 16:28:11"
"190","51","202","2021-10-23 04:36:39"
"191","56","379","1993-03-22 21:57:26"
"192","75","10","2015-08-10 14:05:15"
"193","76","114","2013-03-01 07:36:46"
"194","58","594","1996-05-20 17:58:59"
"195","91","1150","2005-01-02 11:30:26"
"196","17","1712","2009-04-26 11:21:31"
"197","79","680","2011-01-25 03:15:38"
"198","81","1249","2006-09-23 18:59:42"
"199","80","1106","2007-06-02 09:33:47"
"200","30","619","2021-05-20 04:48:57"
"201","94","203","1994-03-03 07:21:02"
"202","12","688","2003-07-28 13:02:39"
"203","16","407","2002-04-03 02:25:57"
"204","50","819","1996-05-02 22:32:25"
"205","72","465","1977-04-04 22:47:44"
"206","84","1866","1993-09-08 00:12:06"
"207","50","1699","2014-12-04 22:22:57"
"208","3","1796","2007-06-07 21:53:05"
"209","9","462","2017-12-30 14:08:59"
"210","43","1903","1983-11-20 20:36:10"
"211","84","1979","1990-04-28 23:36:21"
"212","67","1986","2015-01-01 14:38:56"
"213","64","1355","1991-11-23 21:04:57"
"214","13","931","1990-05-02 11:39:59"
"215","83","231","1993-01-19 13:52:52"
"216","82","21","1978-07-03 00:51:54"
"217","77","809","1972-06-09 08:19:50"
"218","51","539","2003-09-09 17:12:15"
"219","49","1563","1981-07-31 22:41:44"
"220","60","1197","2010-05-14 07:55:19"
"221","0","1285","1980-05-16 09:44:44"
"222","17","1723","1997-01-19 20:15:00"
"223","21","211","1999-07-01 16:47:09"
"224","90","409","2019-07-04 01:07:14"
"225","81","1972","2021-05-15 17:51:10"
"226","9","686","1999-01-30 07:56:45"
"227","37","662","1987-10-08 16:22:28"
"228","88","1619","2006-03-11 18:19:05"
"229","59","1860","1970-04-26 22:34:40"
"230","98","1834","1970-06-04 13:20:48"
"231","45","1119","1975-07-24 08:19:15"
"232","75","192","2014-04-17 00:48:25"
"233","4","258","2013-03-15 06:05:19"
"234","21","619","1984-03-03 10:34:53"
"235","33","184","1990-02-16 19:17:31"
"236","92","647","2021-04-07 15:29:13"
"237","31","940","1976-12-01 19:25:43"
"238","14","480","1977-11-09 22:23:40"
"239","47","382","1988-12-10 16:55:19"
"240","49","1313","1971-11-26 15:55:09"
"241","8","1373","1975-06-30 20:21:07"
"242","18","735","1973-08-20 17:21:29"
"243","57","1595","1972-09-09 15:26:09"
"244","2","1340","1977-01-16 09:58:15"
"245","95","732","1990-07-26 14:30:30"
"246","2","713","1984-05-29 07:52:38"
"247","9","822","1999-08-11 14:20:36"
"248","43","256","1976-12-03 09:23:50"
"249","51","1216","1986-03-05 08:06:58"
"250","2","1172","1975-07-14 01:20:10"
"251","33","1897","1970-09-26 11:19:31"
"252","15","1391","2022-03-20 17:59:06"
"253","45","763","1979-09-20 22:26:13"
"254","83","1418","2016-12-13 19:58:46"
"255","33","268","2010-01-18 01:03:31"
"256","51","664","2000-04-15 02:00:31"
"257","58","1470","1999-04-02 17:33:56"
"258","33","83","2000-10-15 00:35:13"
"259","44","111","1989-12-21 05:56:27"
"260","58","875","1977-03-02 18:40:07"
"261","70","1913","1972-11-01 14:44:26"
"262","14","982","1993-11-03 15:25:35"
"263","81","1710","2007-12-22 20:08:20"
"264","45","581","2019-11-10 00:21:48"
"265","71","782","2006-02-22 11:48:53"
"266","48","592","1996-05-06 23:47:01"
"267","81","1728","2011-01-05 05:02:03"
"268","30","943","2002-08-13 03:05:54"
"269","92","1768","1974-07-16 23:29:21"
"270","30","1156","2001-12-23 18:05:50"
"271","2","1571","2012-08-03 10:55:09"
"272","54","706","2017-03-10 16:28:59"
"273","36","671","2017-12-15 15:37:58"
"274","87","270","2013-09-02 18:06:21"
"275","82","454","1988-12-09 08:52:33"
"276","91","664","2020-12-06 20:11:26"
"277","97","329","1972-01-22 01:27:52"
"278","32","1217","1970-11-14 03:14:47"
"279","50","1327","2005-01-26 09:40:48"
"280","55","726","1974-03-21 15:42:26"
"281","36","704","2003-11-05 11:18:07"
"282","36","1071","1977-06-26 01:19:39"
"283","19","979","1973-01-24 06:44:03"
"284","99","408","1976-07-23 11:39:47"
"285","58","1124","1971-02-23 06:09:21"
"286","85","1272","2021-08-21 03:21:24"
"287","87","457","2015-12-09 09:22:35"
"288","78","741","1992-09-06 12:45:22"
"289","74","1013","1978-07-06 01:22:30"
"290","97","564","2022-07-10 00:12:35"
"291","79","766","2008-10-23 07:43:59"
"292","21","1437","1973-06-06 16:42:50"
"293","44","1564","2016-08-28 04:52:58"
"294","97","1732","2012-09-30 07:30:02"
"295","92","1860","1994-03-02 05:04:13"
"296","35","1036","1980-05-24 05:59:55"
"297","90","314","1985-04-29 03:34:36"
"298","31","300","1971-08-24 01:37:32"
"299","76","448","1989-10-08 21:29:48"
"300","31","638","2003-07-27 17:42:45"
"301","95","1392","2018-07-08 11:47:04"
"302","94","143","1977-02-02 15:10:25"
"303","46","1350","2006-09-25 03:05:19"
"304","52","1190","1974-09-24 19:12:24"
"305","87","1244","2011-11-09 07:08:07"
"306","94","1903","2014-03-02 10:33:07"
"307","77","544","1973-11-27 04:07:23"
"308","83","1099","1987-07-13 08:31:57"
"309","77","161","2018-11-16 16:52:36"
"310","17","861","1973-09-12 13:05:28"
"311","24","1231","2006-03-25 14:49:01"
"312","66","1514","2012-06-19 23:52:52"
"313","62","1845","2021-09-25 05:22:51"
"314","13","1082","1987-11-13 03:01:14"
"315","1","1555","2002-04-19 14:17:55"
"316","83","613","1987-02-26 08:27:05"
"317","27","1757","2005-05-29 09:11:40"
"318","81","1821","2009-03-09 04:22:22"
"319","53","1194","2002-02-15 19:35:02"
"320","53","1885","2009-06-04 14:30:30"
"321","93","333","2006-07-27 09:44:41"
"322","27","193","1978-01-14 02:33:40"
"323","65","567","1992-11-15 03:41:15"
"324","49","1441","1990-07-28 23:59:36"
"325","65","854","2000-12-18 02:09:17"
"326","19","1465","2013-10-15 13:45:36"
"327","4","1178","2016-04-02 14:44:31"
"328","22","1047","2020-12-11 17:48:15"
"329","46","1924","2003-09-25 02:33:12"
"330","25","26","2000-09-15 06:27:13"
"331","6","721","2019-01-27 22:22:50"
"332","40","1872","2020-11-16 02:41:58"
"333","70","1201","1979-04-14 23:58:39"
"334","4","970","1977-11-05 13:25:23"
"335","92","881","1985-02-01 09:37:09"
"336","64","962","1996-05-11 13:19:30"
"337","20","1104","2003-07-09 09:16:16"
"338","34","1523","1976-04-09 04:05:07"
"339","5","915","1999-11-26 02:02:34"
"340","99","1914","2014-07-13 00:18:05"
"341","90","1940","2019-08-22 21:25:23"
"342","53","563","2018-07-13 17:50:07"
"343","37","1488","1980-02-15 14:19:08"
"344","18","770","1976-07-06 13:10:54"
"345","70","441","2009-11-14 08:38:51"
"346","81","1","2014-06-21 06:09:46"
"347","3","1103","1978-11-15 04:13:28"
"348","63","669","1990-12-22 16:00:14"
"349","3","1072","2022-07-08 09:52:31"
"350","60","1406","1980-11-29 20:42:32"
"351","22","997","2012-10-04 00:50:05"
"352","13","204","2005-10-06 22:33:53"
"353","38","1192","1999-01-23 00:06:29"
"354","99","1789","1998-05-10 21:25:30"
"355","39","390","1975-01-25 05:10:49"
"356","95","1217","2008-08-15 17:01:38"
"357","26","512","2003-12-29 04:39:17"
"358","2","327","1981-03-28 11:55:18"
"359","9","1035","2003-04-24 11:02:02"
"360","80","1385","1988-10-20 22:04:14"
"361","63","415","2014-04-10 01:44:54"
"362","24","1447","2009-08-02 00:08:15"
"363","87","591","1971-11-19 11:26:51"
"364","51","1588","1985-12-14 20:49:37"
"365","82","262","2019-02-02 05:56:14"
"366","22","198","2014-06-11 20:02:42"
"367","64","286","2012-09-24 19:38:16"
"368","5","707","2016-05-18 14:49:07"
"369","81","407","1988-03-24 18:42:05"
"370","12","1328","1997-02-02 10:38:10"
"371","3","789","1991-05-09 21:17:11"
"372","13","1385","1992-05-23 12:09:48"
"373","56","1467","2017-09-30 07:02:42"
"374","96","1885","1997-07-06 21:00:04"
"375","82","1193","2018-01-15 15:07:57"
"376","9","1329","1991-11-10 07:58:53"
"377","11","693","1992-04-10 11:11:03"
"378","83","1818","1990-10-08 14:00:58"
"379","40","928","1987-03-15 19:59:07"
"380","5","763","2010-10-25 04:48:44"
"381","11","1335","1998-05-19 18:20:19"
"382","76","1236","1997-10-12 17:37:26"
"383","67","675","2003-12-01 16:47:55"
"384","77","1406","1990-12-08 02:14:03"
"385","23","1652","2017-12-30 03:57:38"
"386","76","508","2006-12-01 23:42:05"
"387","54","433","1981-06-13 08:11:01"
"388","97","923","2017-07-30 19:56:37"
"389","49","384","1988-10-19 18:47:51"
"390","41","1531","1979-07-17 15:53:45"
"391","23","268","1974-02-11 01:16:13"
"392","13","1027","1974-10-05 13:48:06"
"393","66","1895","2021-10-26 00:05:00"
"394","44","1414","2017-11-01 05:03:07"
"395","26","1152","1999-10-01 11:03:49"
"396","27","1353","2007-04-11 16:29:51"
"397","62","838","1987-10-04 05:19:16"
"398","4","1436","1992-09-21 19:54:06"
"399","86","465","1987-09-16 15:08:10"
"400","72","454","2006-11-02 11:53:40"
"401","9","1038","1996-03-26 05:41:42"
"402","64","1287","1987-02-08 22:17:51"
"403","84","1756","1977-06-09 02:42:23"
"404","24","1064","1994-01-14 21:02:00"
"405","10","333","1982-02-01 19:23:41"
"406","49","1818","2021-06-01 22:55:02"
"407","13","1206","2007-09-10 16:49:04"
"408","52","1875","2000-12-07 01:02:04"
"409","18","1807","1970-03-05 22:45:41"
"410","22","125","1999-03-02 10:29:28"
"411","28","975","1975-11-16 08:12:47"
"412","34","751","1973-02-01 05:56:08"
"413","80","216","2022-01-01 01:30:44"
"414","29","212","1984-05-04 21:39:21"
"415","40","1863","1987-05-18 05:16:08"
"416","17","1560","2019-09-18 08:39:09"
"417","61","1279","1972-12-05 19:37:00"
"418","8","1819","1978-09-26 13:19:28"
"419","16","804","1974-02-19 13:34:52"
"420","77","1183","2012-10-17 06:14:59"
"421","20","1382","2014-04-09 21:25:03"
"422","62","1732","2001-01-25 11:07:06"
"423","85","1336","2020-06-25 11:21:30"
"424","17","961","2021-01-05 18:25:03"
"425","39","439","2000-03-26 15:08:37"
"426","77","142","2013-05-12 08:58:00"
"427","22","466","1999-04-26 15:42:10"
"428","6","1132","1989-01-17 16:50:26"
"429","83","315","1984-05-19 20:30:17"
"430","86","452","1987-06-03 04:39:15"
"431","31","832","1975-09-29 09:57:07"
"432","93","1942","1980-09-20 13:53:22"
"433","95","274","1987-11-22 11:52:55"
"434","23","1835","2008-07-10 07:21:40"
"435","47","1092","2016-10-25 06:11:04"
"436","97","1994","1982-11-08 12:03:33"
"437","36","1128","2022-04-29 22:31:38"
"438","58","618","2022-01-23 13:32:12"
"439","78","1288","2021-04-10 00:18:59"
"440","38","651","2004-07-27 22:59:57"
"441","50","175","1992-06-04 19:31:38"
"442","77","1441","1996-02-11 06:09:08"
"443","29","1564","2022-02-10 08:44:00"
"444","84","1546","1980-05-17 21:40:53"
"445","15","1131","2009-12-02 13:53:41"
"446","62","1045","2008-10-15 08:42:26"
"447","41","1758","2013-11-13 00:05:38"
"448","86","1234","1977-08-29 02:45:14"
"449","20","1713","1982-04-18 02:54:55"
"450","31","1699","2010-08-07 07:52:13"
"451","98","169","1985-01-02 01:26:56"
"452","44","372","2006-07-03 20:52:24"
"453","10","1226","1993-09-13 05:12:06"
"454","32","1794","1992-07-05 09:56:53"
"455","43","1909","1973-01-19 22:38:20"
"456","23","1905","1975-04-15 15:48:07"
"457","58","14","1971-12-21 17:07:56"
"458","32","1202","1993-01-09 03:27:11"
"459","10","327","1973-01-04 12:34:53"
"460","52","1178","2014-07-10 05:36:55"
"461","61","352","2008-06-07 20:35:00"
"462","29","1586","1973-07-31 08:27:18"
"463","62","425","1995-05-30 05:28:51"
"464","28","1832","2017-08-31 18:57:41"
"465","53","530","1970-12-23 17:56:11"
"466","98","511","1980-02-20 05:25:57"
"467","64","314","1975-06-26 07:43:56"
"468","0","1153","1990-08-23 07:20:59"
"469","24","1180","1987-04-10 21:35:32"
"470","88","535","1992-07-06 18:04:03"
"471","47","1294","2014-06-11 23:53:06"
"472","49","642","2011-09-10 13:41:00"
"473","35","553","2005-04-04 23:17:57"
"474","78","882","1991-11-08 05:40:56"
"475","49","1895","1973-02-17 16:38:15"
"476","20","147","1972-11-25 23:30:44"
"477","10","1520","1991-01-12 05:52:31"
"478","23","483","2022-03-20 08:56:07"
"479","33","1530","1974-07-06 03:33:34"
"480","0","809","2017-09-30 21:08:02"
"481","9","1243","1982-12-14 12:19:59"
"482","19","1789","2008-10-27 19:57:24"
"483","37","1367","2010-01-13 12:18:56"
"484","41","566","1992-02-29 02:48:05"
"485","97","610","1986-08-17 02:26:59"
"486","7","531","2007-05-13 13:42:46"
"487","6","1744","1974-11-23 08:43:19"
"488","34","1773","2009-07-04 09:16:52"
"489","12","475","2005-12-03 01:09:09"
"490","34","1229","1975-08-23 15:49:45"
"491","23","1623","1992-06-26 07:45:56"
"492","62","683","1988-05-06 16:35:20"
"493","35","1397","1997-06-14 04:54:01"
"494","57","1989","1976-06-22 01:25:43"
"495","53","1034","2001-05-31 08:44:39"
"496","22","228","2008-12-06 22:24:39"
"497","90","1528","1994-06-11 14:05:52"
"498","2","1649","1987-01-27 19:09:24"
"499","8","307","1999-12-29 02:29:54"
"500","27","1719","1989-02-07 20:55:05"
"501","31","67","2000-11-20 20:31:59"
"502","34","1919","1982-11-16 08:27:24"
"503","13","861","2004-02-01 13:56:48"
"504","40","1045","1999-11-02 03:36:24"
"505","23","823","2003-04-03 19:44:12"
"506","98","244","1989-01-18 02:06:02"
"507","73","867","2015-05-27 11:19:17"
"508","87","373","2001-05-25 22:37:15"
"509","50","1614","2014-04-21 19:23:44"
"510","90","1533","2010-07-18 06:34:17"
"511","49","642","1985-05-26 11:34:29"
"512","16","1355","1988-03-23 07:19:50"
"513","81","919","2017-09-06 06:28:48"
"514","14","971","1978-11-21 10:23:50"
"515","79","1280","2003-12-24 07:03:36"
"516","79","33","2014-10-09 12:20:44"
"517","74","642","2005-05-28 01:07:16"
"518","4","734","1979-12-17 00:07:36"
"519","23","1274","1979-04-29 10:30:12"
"520","1","196","2007-09-18 18:28:50"
"521","98","758","1988-03-08 22:46:48"
"522","23","632","1970-09-29 21:28:49"
"523","83","94","2017-08-02 12:09:15"
"524","20","719","2000-10-04 13:40:54"
"525","85","544","1972-03-03 19:35:02"
"526","6","1591","1976-09-27 14:08:37"
"527","89","1023","2012-07-24 03:15:50"
"528","34","121","1997-06-25 17:58:53"
"529","90","411","1994-12-28 17:39:41"
"530","33","127","2017-08-02 07:23:00"
"531","59","1338","1980-12-20 10:00:32"
"532","93","331","1985-11-05 19:53:14"
"533","56","1950","1982-07-02 21:37:09"
"534","41","1442","1974-06-01 23:05:43"
"535","57","692","1981-11-05 01:21:03"
"536","50","652","1985-11-09 13:48:50"
"537","58","410","2020-02-20 21:51:39"
"538","10","1104","1972-11-22 21:23:27"
"539","98","461","1977-10-05 03:08:30"
"540","63","915","1985-07-30 04:43:55"
"541","17","1642","2007-08-28 04:16:25"
"542","38","1052","2016-06-20 19:32:08"
"543","64","1723","2008-05-11 20:17:05"
"544","22","1256","1982-04-06 13:20:07"
"545","96","1244","1986-03-30 14:19:48"
"546","38","1341","1990-11-25 22:27:56"
"547","4","721","2006-02-25 07:57:46"
"548","94","475","1979-04-04 14:30:45"
"549","1","279","1978-09-15 04:39:45"
"550","75","121","1989-10-17 21:23:17"
"551","87","1145","1994-06-08 20:12:23"
"552","54","1050","1994-06-24 06:56:12"
"553","84","814","2021-10-14 15:52:31"
"554","47","454","2001-06-15 18:58:08"
"555","46","637","1979-12-11 21:50:23"
"556","6","752","2003-10-03 06:49:23"
"557","72","368","1970-11-21 10:41:18"
"558","85","401","2005-09-09 01:56:57"
"559","63","198","2007-03-08 22:14:02"
"560","87","329","1995-08-05 22:07:25"
"561","57","668","2020-08-04 08:07:31"
"562","90","132","1976-05-04 16:31:53"
"563","8","1466","2009-03-21 12:52:38"
"564","90","1130","1989-07-14 08:31:15"
"565","60","327","1976-11-20 03:47:05"
"566","36","1255","1973-12-09 03:52:47"
"567","66","1357","2011-11-27 15:15:48"
"568","16","1978","2011-06-22 07:07:38"
"569","95","241","1970-03-06 04:04:16"
"570","32","237","1992-05-23 00:52:14"
"571","87","1822","2015-12-07 03:40:11"
"572","11","1381","1980-06-25 04:09:36"
"573","45","1258","2013-09-09 03:27:37"
"574","96","387","1997-05-14 20:09:14"
"575","53","1941","2012-01-14 14:08:03"
"576","13","1688","1977-12-10 05:05:52"
"577","99","1622","2019-02-06 22:36:05"
"578","90","1641","1976-03-18 12:06:01"
"579","7","376","2018-08-10 23:44:48"
"580","16","871","2018-12-28 11:41:09"
"581","90","593","2019-05-14 06:23:07"
"582","60","1446","1980-11-17 13:01:37"
"583","93","846","1981-12-02 02:11:49"
"584","37","424","1998-05-03 00:00:31"
"585","23","125","1998-02-13 09:05:36"
"586","94","666","1981-05-26 02:07:25"
"587","54","1817","2019-01-22 07:11:09"
"588","5","1628","2002-01-26 19:47:48"
"589","15","177","1982-10-15 07:43:26"
"590","46","1243","1995-12-18 16:26:21"
"591","54","59","2011-02-04 17:02:32"
"592","21","332","2001-03-24 14:15:09"
"593","51","1726","1977-08-19 02:22:00"
"594","9","1196","1989-09-03 19:50:29"
"595","33","1212","1989-09-16 01:52:41"
"596","44","367","1998-10-15 06:38:33"
"597","38","1206","1972-06-13 02:41:21"
"598","37","704","2014-03-04 14:51:36"
"599","45","479","2010-08-02 16:14:15"
"600","10","744","1999-08-21 14:49:23"
"601","95","1071","2015-06-16 01:36:00"
"602","86","1852","2013-11-01 22:17:52"
"603","45","385","1980-04-17 05:15:40"
"604","10","1369","1984-09-03 00:18:08"
"605","15","984","2002-01-18 09:47:44"
"606","18","990","1985-12-07 05:09:48"
"607","40","1996","2014-02-11 14:56:19"
"608","18","1199","2006-08-09 14:21:33"
"609","66","898","2015-01-26 21:30:19"
"610","39","120","1996-11-01 22:17:18"
"611","64","921","1997-01-16 12:51:07"
"612","83","598","1975-03-04 09:24:19"
"613","24","363","2004-06-22 11:33:08"
"614","50","950","1979-10-16 19:10:22"
"615","84","1737","1978-08-03 19:25:15"
"616","80","1612","2004-07-24 01:02:43"
"617","83","1780","2009-08-20 14:15:30"
"618","75","1515","2015-05-24 22:15:08"
"619","5","1814","2015-01-28 18:09:28"
"620","21","1525","2016-08-13 13:55:23"
"621","72","86","2003-08-15 19:05:24"
"622","15","1383","1994-07-26 14:27:50"
"623","10","487","2021-10-28 04:27:51"
"624","46","1337","2013-12-12 06:12:20"
"625","16","1324","1975-08-07 00:04:06"
"626","62","1337","2011-02-03 11:38:38"
"627","53","1634","1973-05-15 06:07:17"
"628","90","1855","2006-09-04 10:14:29"
"629","46","1976","1982-08-19 08:10:19"
"630","16","778","2008-08-07 03:20:21"
"631","9","1556","2016-09-26 22:42:28"
"632","66","862","1988-02-16 18:15:26"
"633","13","716","1975-01-14 12:11:00"
"634","19","809","2003-12-21 09:11:42"
"635","39","1805","2021-03-06 18:48:27"
"636","22","616","1976-11-14 02:52:25"
"637","50","1447","1972-06-05 13:08:29"
"638","62","1882","1998-05-30 09:31:14"
"639","28","1845","2019-03-18 15:23:49"
"640","48","558","2008-02-06 21:09:26"
"641","16","1949","1972-08-28 15:56:09"
"642","49","567","1979-03-19 12:19:32"
"643","38","1918","1992-09-22 01:08:49"
"644","75","1363","1998-08-25 05:38:34"
"645","97","1070","2001-04-08 05:58:51"
"646","44","1486","2004-02-11 03:01:18"
"647","58","1172","1994-06-06 01:53:18"
"648","22","687","1979-09-04 08:13:21"
"649","52","152","1982-10-06 14:25:10"
"650","35","79","2016-08-24 21:14:04"
