"83","Soldier run","489.18","Beverages","Whole Foods","2022-10-14 22:34:46"
"84","Oil popular order join future","382.50","Produce","Harris Teeters","2022-10-15 21:56:22"
"85","Put money kind quickly","183.09","Beverages","Trader Joes","2022-10-18 11:29:23"
"86","Threat house her move","0.22","Meat","Whole Foods","2022-10-16 13:14:22"
"87","Generation almost score city","91.58","Canned Goods","Trader Joes","2022-10-13 15:13:11"
"88","Low Republican since present guy","88.63","Meat","Harris Teeters","2022-10-07 11:10:46"
"89","Skill environmental create health","312.67","Canned Goods","Harris Teeters","2022-10-09 09:07:42"
"90","Work writer summer","87.03","Pantry","Trader Joes","2022-10-16 18:04:17"
"91","Write pattern concern toward fast","417.71","Seafood","Whole Foods","2022-10-13 01:44:35"
"92","Point fine over red","439.91","Produce","Whole Foods","2022-10-16 18:01:36"
"93","Help day","353.26","Beverages","Trader Joes","2022-10-18 11:35:49"
"94","Meet news economic make","365.94","Seafood","Trader Joes","2022-10-18 03:34:07"
"95","Seven card safe","395.40","Dairy & Eggs","Trader Joes","2022-10-09 16:50:03"
"96","Wish raise","363.64","Seafood","Trader Joes","2022-10-15 16:31:25"
"97","Heart that American","239.47","Baked Goods","Trader Joes","2022-10-13 23:56:51"
"98","Tv it ask information","380.38","Canned Goods","Harris Teeters","2022-10-12 14:36:19"
"99","Indicate part","229.73","Pantry","Harris Teeters","2022-10-18 06:53:51"
"100","Reach risk painting camera","157.73","Canned Goods","Trader Joes","2022-10-17 18:18:47"
"101","Military daughter be","71.32","Bread","Harris Teeters","2022-10-09 09:46:20"
"102","Growth mention local","296.05","Baked Goods","Harris Teeters","2022-10-19 23:43:36"
"103","Contain put information cut act","323.75","Produce","Trader Joes","2022-10-15 02:02:18"
"104","Produce five","168.12","Baked Goods","Trader Joes","2022-10-11 05:44:21"
"105","Name among","198.91","Produce","Harris Teeters","2022-10-13 13:22:15"
"106","Call newspaper get","285.26","Produce","Trader Joes","2022-10-11 04:08:24"
"107","Include positive join plant ever","432.10","Baking","Trader Joes","2022-10-06 15:10:50"
"108","Far sing hand industry","484.04","Beverages","Whole Foods","2022-10-07 14:30:54"
"109","Parent certain cut","261.82","Dairy & Eggs","Harris Teeters","2022-10-16 04:13:13"
"110","Recent blue politics firm","320.22","Cheese","Harris Teeters","2022-10-10 22:23:15"
"111","Someone relate modern owner it","262.29","Produce","Harris Teeters","2022-10-18 22:23:06"
"112","Today method know not","333.96","Baked Goods","Harris Teeters","2022-10-16 12:01:20"
"113","General family","378.07","Sauces","Trader Joes","2022-10-07 17:11:57"
"114","Consumer better grow story","17.96","Bread","Harris Teeters","2022-10-14 15:04:00"
"115","Wait occur first test senior","28.12","Sauces","Whole Foods","2022-10-14 08:58:47"
"116","Hospital ready marriage grow","23.98","Produce","Harris Teeters","2022-10-09 18:42:55"
"117","Behavior game including all","471.52","Baking","Whole Foods","2022-10-10 18:20:32"
"118","Level let great performance","397.01","Meat","Harris Teeters","2022-10-11 21:57:11"
"119","Away thing bed concern worker","123.99","Canned Goods","Trader Joes","2022-10-13 21:18:00"
"120","Provide blue manage player administration","79.88","Sauces","Whole Foods","2022-10-07 20:15:32"
"121","Care its someone point","104.21","Baked Goods","Trader Joes","2022-10-20 04:00:55"
"122","Decade attack","78.68","Produce","Harris Teeters","2022-10-06 16:31:32"
"123","Husband point save","282.84","Cheese","Trader Joes","2022-10-18 04:00:41"
"124","Act left hundred site should","224.90","Bread","Whole Foods","2022-10-10 19:36:03"
"125","Technology avoid less food","428.49","Beverages","Harris Teeters","2022-10-09 10:21:08"
"126","Consider treat road science","159.22","Baked Goods","Harris Teeters","2022-10-16 14:19:12"
"127","Environment president station visit indeed","378.93","Dairy & Eggs","Whole Foods","2022-10-08 17:02:42"
"128","Until across must father","199.72","Bread","Harris Teeters","2022-10-17 07:06:47"
"129","Green understand media each","463.46","Baking","Harris Teeters","2022-10-12 03:41:51"
"130","Film these issue","142.36","Prepared Food","Whole Foods","2022-10-09 15:38:50"
"131","Drug partner","104.71","Dairy & Eggs","Harris Teeters","2022-10-19 23:56:30"
"132","Today matter partner necessary","445.05","Bread","Whole Foods","2022-10-07 00:06:38"
"133","Beyond such offer much charge","291.84","Pantry","Trader Joes","2022-10-13 23:04:51"
"134","Player degree window","465.73","Dairy & Eggs","Whole Foods","2022-10-17 17:22:43"
"135","Exactly reach difficult","364.53","Beverages","Whole Foods","2022-10-11 14:05:24"
"136","Strong always single","444.35","Sauces","Harris Teeters","2022-10-15 07:35:13"
"137","Enough walk despite","415.95","Produce","Whole Foods","2022-10-07 00:27:49"
"138","Owner avoid especially writer air","193.53","Bread","Whole Foods","2022-10-17 06:18:51"
"139","Hear remember similar rise employee","276.37","Baking","Trader Joes","2022-10-14 19:26:14"
"140","Fact safe about response heart","417.45","Frozen Food","Trader Joes","2022-10-18 16:12:48"
"141","Reflect new choose adult","302.31","Beverages","Trader Joes","2022-10-09 03:36:38"
"142","Third situation customer","140.59","Beverages","Whole Foods","2022-10-12 20:15:12"
"143","Few mind soon","306.45","Seafood","Trader Joes","2022-10-14 16:44:58"
"144","Work low plan education which","209.05","Seafood","Trader Joes","2022-10-17 02:59:41"
"145","Herself less","415.26","Prepared Food","Harris Teeters","2022-10-14 12:21:30"
"146","Style kind","498.93","Canned Goods","Harris Teeters","2022-10-17 17:26:03"
"147","Week along change determine","385.09","Beverages","Trader Joes","2022-10-07 16:28:56"
"148","Mrs usually","456.69","Produce","Trader Joes","2022-10-14 11:01:12"
"149","Gun describe","280.09","Baked Goods","Harris Teeters","2022-10-11 10:14:53"
"150","Final develop turn","248.81","Baked Goods","Whole Foods","2022-10-10 21:52:15"
"151","Unit gas personal","499.06","Seafood","Trader Joes","2022-10-08 01:45:12"
"152","First Mr another travel","8.23","Baked Goods","Whole Foods","2022-10-19 22:43:59"
"153","Drop quickly","283.70","Baking","Trader Joes","2022-10-18 17:42:29"
"154","Arrive kind by","476.96","Frozen Food","Trader Joes","2022-10-07 15:20:14"
"155","Laugh door list","499.85","Produce","Whole Foods","2022-10-14 08:03:29"
"156","Involve of service drive attack","375.48","Seafood","Harris Teeters","2022-10-18 07:30:20"
"157","Product eye remain ten","309.33","Bread","Trader Joes","2022-10-06 16:59:52"
"158","Spring different level","45.50","Canned Goods","Harris Teeters","2022-10-14 09:38:03"
"159","Market research","230.84","Canned Goods","Whole Foods","2022-10-18 14:21:17"
"160","Ever quality","103.22","Canned Goods","Whole Foods","2022-10-20 03:22:02"
"161","Education because some","409.13","Produce","Trader Joes","2022-10-16 11:30:56"
"162","More understand as girl","316.33","Produce","Harris Teeters","2022-10-13 00:00:32"
"163","Knowledge impact relationship individual","453.13","Cheese","Whole Foods","2022-10-10 04:40:13"
"164","Most new oil special success","162.23","Canned Goods","Harris Teeters","2022-10-16 06:51:10"
"165","Require along speech food seat","6.03","Baked Goods","Whole Foods","2022-10-06 21:24:56"
"166","Hand avoid suffer","110.82","Bread","Harris Teeters","2022-10-11 02:02:29"
"167","Nearly evidence something really","252.88","Dairy & Eggs","Trader Joes","2022-10-10 05:59:13"
"168","Own grow computer long","3.00","Sauces","Trader Joes","2022-10-13 00:52:12"
"169","Moment natural computer","201.77","Baking","Whole Foods","2022-10-18 02:14:32"
"170","Support data happen try gun","279.55","Pantry","Trader Joes","2022-10-19 05:16:01"
"171","Trial water exist","309.12","Produce","Harris Teeters","2022-10-07 17:11:47"
"172","Sell hope","332.82","Canned Goods","Whole Foods","2022-10-16 03:04:49"
"173","Yes responsibility heavy","446.67","Bread","Trader Joes","2022-10-07 02:27:21"
"174","Market east movie present","317.07","Cheese","Trader Joes","2022-10-07 09:42:19"
"175","Kid important risk","144.76","Pantry","Trader Joes","2022-10-08 16:45:22"
"176","Ten bed","426.13","Bread","Harris Teeters","2022-10-12 07:52:43"
"177","Teach with food clearly society","392.15","Meat","Trader Joes","2022-10-15 03:43:06"
"178","Behavior the","63.13","Beverages","Trader Joes","2022-10-15 21:17:26"
"179","History floor very mother","363.24","Dairy & Eggs","Trader Joes","2022-10-14 01:51:45"
"180","Raise staff why college","257.75","Bread","Trader Joes","2022-10-13 18:16:52"
"181","Bit hope service","437.44","Sauces","Harris Teeters","2022-10-08 13:05:41"
"182","Hear or work","346.96","Bread","Harris Teeters","2022-10-14 23:41:31"
"183","Able where","355.94","Bread","Trader Joes","2022-10-07 04:44:56"
"184","Authority prepare yes","57.72","Sauces","Trader Joes","2022-10-12 16:42:57"
"185","Apply spring blood response","192.26","Canned Goods","Whole Foods","2022-10-19 13:17:27"
"186","Unit charge lead music","383.15","Produce","Harris Teeters","2022-10-18 19:18:52"
"187","Million both decision","374.95","Baking","Whole Foods","2022-10-14 04:02:40"
"188","Out recent federal","212.05","Cheese","Whole Foods","2022-10-11 05:48:33"
"189","Available song television conference staff","117.58","Produce","Trader Joes","2022-10-17 18:53:13"
"190","Hotel thank","109.74","Cheese","Trader Joes","2022-10-15 23:06:45"
"191","Truth become build","206.95","Produce","Harris Teeters","2022-10-11 14:50:44"
"192","Address guy month","289.03","Pantry","Trader Joes","2022-10-16 01:17:59"
"193","Case case","38.57","Baked Goods","Trader Joes","2022-10-15 11:57:33"
"194","Whose worry close","362.87","Canned Goods","Harris Teeters","2022-10-13 01:48:21"
"195","Take reach","164.91","Cheese","Whole Foods","2022-10-13 15:13:20"
"196","Water nature boy reach","122.24","Dairy & Eggs","Whole Foods","2022-10-16 10:23:09"
"197","Understand others baby dream","149.91","Prepared Food","Harris Teeters","2022-10-17 03:30:57"
"198","Important social artist","200.35","Dairy & Eggs","Harris Teeters","2022-10-07 05:00:43"
"199","Bill both after analysis","492.49","Seafood","Harris Teeters","2022-10-19 23:43:35"
"200","No century behind successful of","495.52","Meat","Whole Foods","2022-10-11 13:20:00"
"201","Door sit authority","337.94","Cheese","Harris Teeters","2022-10-11 20:46:04"
"202","Tough task much","360.44","Baked Goods","Harris Teeters","2022-10-06 19:56:51"
"203","Home order indicate force","77.00","Produce","Whole Foods","2022-10-11 20:31:43"
"204","I within candidate","434.99","Prepared Food","Harris Teeters","2022-10-18 11:22:17"
"205","Professional positive must","22.53","Canned Goods","Trader Joes","2022-10-14 10:53:41"
"206","Theory increase concern","334.30","Produce","Whole Foods","2022-10-14 06:46:24"
"207","Push first crime onto","419.48","Frozen Food","Harris Teeters","2022-10-09 05:18:46"
"208","Show take no pick","126.95","Frozen Food","Trader Joes","2022-10-13 20:23:43"
"209","Song onto","185.41","Produce","Whole Foods","2022-10-18 22:16:52"
"210","Wonder important school kind","93.44","Meat","Whole Foods","2022-10-08 15:44:39"
"211","Half gun some","19.41","Sauces","Trader Joes","2022-10-19 02:12:37"
"212","Hear edge","322.03","Baking","Whole Foods","2022-10-08 15:14:30"
"213","Career whatever ten","150.09","Seafood","Whole Foods","2022-10-19 13:59:27"
"214","Organization want","61.08","Produce","Whole Foods","2022-10-19 11:48:45"
"215","Other candidate tough","352.12","Sauces","Whole Foods","2022-10-08 10:12:08"
"216","Sense stock story","179.17","Produce","Trader Joes","2022-10-12 21:37:08"
"217","Listen require each tend serve","150.27","Bread","Trader Joes","2022-10-15 01:15:00"
"218","Him force wall","304.18","Bread","Trader Joes","2022-10-13 00:18:55"
"219","Fight worry cell","166.19","Baked Goods","Harris Teeters","2022-10-20 04:36:18"
"220","Tell blue","172.78","Bread","Harris Teeters","2022-10-08 15:38:57"
"221","Project family always","7.03","Prepared Food","Whole Foods","2022-10-08 11:46:36"
"222","Else fish thousand","69.83","Produce","Whole Foods","2022-10-19 09:29:02"
"223","Order indeed","183.38","Sauces","Harris Teeters","2022-10-20 10:11:26"
"224","Bill know them international","57.55","Produce","Harris Teeters","2022-10-09 02:59:35"
"225","Knowledge coach owner","290.52","Baked Goods","Trader Joes","2022-10-11 05:20:50"
"226","Claim up behavior","455.24","Canned Goods","Harris Teeters","2022-10-15 11:22:36"
"227","Social some man","257.76","Pantry","Whole Foods","2022-10-07 13:57:58"
"228","Everyone involve never only","144.54","Cheese","Harris Teeters","2022-10-07 00:49:35"
"229","Reveal bad experience","259.83","Frozen Food","Harris Teeters","2022-10-12 00:48:53"
"230","Wonder until","302.67","Beverages","Harris Teeters","2022-10-12 00:12:25"
"231","Enjoy best","195.85","Cheese","Whole Foods","2022-10-15 17:28:42"
"232","Language address social","83.45","Sauces","Whole Foods","2022-10-18 15:25:50"
"233","Deep goal sing","75.83","Produce","Trader Joes","2022-10-18 15:30:22"
"234","Management continue force","351.01","Sauces","Trader Joes","2022-10-10 08:22:33"
"235","Stand baby just","273.30","Sauces","Harris Teeters","2022-10-16 21:03:21"
"236","Language Mrs raise","54.54","Beverages","Whole Foods","2022-10-13 07:24:56"
"237","Official up material country continue","15.55","Seafood","Trader Joes","2022-10-09 13:53:45"
"238","Or box citizen former","153.67","Sauces","Whole Foods","2022-10-09 07:31:53"
"239","Career including control reason amount","156.98","Produce","Trader Joes","2022-10-11 10:27:20"
"240","Top just mind","272.99","Frozen Food","Harris Teeters","2022-10-09 12:34:10"
"241","Walk actually continue number imagine","66.57","Seafood","Harris Teeters","2022-10-16 10:21:23"
"242","Meet small road wind","343.93","Canned Goods","Trader Joes","2022-10-17 05:16:07"
"243","Become assume police sister","331.10","Bread","Harris Teeters","2022-10-08 14:32:19"
"244","That his hotel require","96.43","Pantry","Whole Foods","2022-10-18 13:06:45"
"245","Firm card","150.73","Baked Goods","Trader Joes","2022-10-06 19:22:04"
"246","Argue cold ever","206.77","Beverages","Trader Joes","2022-10-12 16:27:56"
"247","Response cultural lot player","165.22","Frozen Food","Trader Joes","2022-10-07 07:31:46"
"248","Challenge event today","372.65","Sauces","Trader Joes","2022-10-16 09:50:47"
"249","Information least imagine","211.11","Canned Goods","Harris Teeters","2022-10-06 18:30:43"
"250","Final discover success","351.81","Seafood","Harris Teeters","2022-10-09 18:46:50"
"251","Throughout commercial interest","371.79","Beverages","Harris Teeters","2022-10-19 10:16:25"
"252","Travel admit","16.77","Produce","Harris Teeters","2022-10-09 19:25:04"
"253","Evidence shoulder will","101.09","Produce","Harris Teeters","2022-10-08 14:27:41"
"254","Feel Mrs","342.02","Baking","Harris Teeters","2022-10-14 11:35:05"
"255","As mother director much land","245.70","Dairy & Eggs","Harris Teeters","2022-10-20 12:11:22"
"256","Not nor leg sister oil","55.69","Produce","Whole Foods","2022-10-19 21:04:40"
"257","Order story","28.54","Bread","Whole Foods","2022-10-16 12:15:18"
"258","Deal follow join opportunity","401.63","Prepared Food","Trader Joes","2022-10-08 18:35:35"
"259","Black them imagine religious course","15.95","Meat","Harris Teeters","2022-10-10 23:29:46"
"260","Near receive hear argue","73.50","Dairy & Eggs","Harris Teeters","2022-10-17 15:36:44"
"261","Big sometimes art director","194.73","Meat","Trader Joes","2022-10-10 18:25:39"
"262","Share meeting half wait","14.30","Prepared Food","Whole Foods","2022-10-08 08:42:00"
"263","Produce majority science between","278.99","Frozen Food","Trader Joes","2022-10-08 23:04:10"
"264","Miss light after table","91.56","Prepared Food","Whole Foods","2022-10-11 14:22:22"
"265","Car fear measure south","84.24","Produce","Harris Teeters","2022-10-18 08:36:16"
"266","Capital off","462.13","Baked Goods","Trader Joes","2022-10-12 00:14:56"
"267","Shake federal few building","369.56","Baking","Whole Foods","2022-10-16 21:04:57"
"268","Couple go up town","133.88","Cheese","Whole Foods","2022-10-12 02:08:48"
"269","Be certainly property mean","27.36","Cheese","Trader Joes","2022-10-06 18:18:15"
"270","Significant international","304.08","Prepared Food","Trader Joes","2022-10-15 19:18:51"
"271","New and rich attack serve","98.08","Meat","Whole Foods","2022-10-16 15:19:07"
"272","Oil official station those fish","360.49","Beverages","Trader Joes","2022-10-06 16:11:26"
"273","Movie health Republican we","445.00","Pantry","Trader Joes","2022-10-13 18:33:28"
"274","Eat price wife","112.71","Baked Goods","Trader Joes","2022-10-08 21:29:15"
"275","Policy doctor the","422.14","Seafood","Trader Joes","2022-10-06 18:16:59"
"276","Candidate best small hold still","339.25","Bread","Trader Joes","2022-10-17 06:03:24"
"277","Cultural at care share","399.07","Prepared Food","Trader Joes","2022-10-16 21:14:20"
"278","Television money student","281.79","Dairy & Eggs","Whole Foods","2022-10-18 00:30:31"
"279","Report nearly help them","367.09","Produce","Whole Foods","2022-10-08 22:14:32"
"280","Attack from attention including","141.92","Frozen Food","Whole Foods","2022-10-16 06:17:59"
"281","Final mention one","29.66","Dairy & Eggs","Trader Joes","2022-10-14 00:10:03"
"282","Character court its property trade","353.26","Baked Goods","Trader Joes","2022-10-13 14:30:58"
"283","Successful upon TV police officer","382.20","Pantry","Whole Foods","2022-10-13 06:22:37"
"284","Focus close","218.43","Pantry","Trader Joes","2022-10-14 16:36:16"
"285","Back practice","187.91","Sauces","Whole Foods","2022-10-15 03:16:23"
"286","Agent record structure one","333.76","Sauces","Harris Teeters","2022-10-14 21:06:41"
"287","Leave world science","359.95","Dairy & Eggs","Harris Teeters","2022-10-20 00:27:49"
"288","Car rule her newspaper","439.93","Dairy & Eggs","Whole Foods","2022-10-18 08:53:54"
"289","Institution agency which","209.18","Produce","Whole Foods","2022-10-13 17:06:10"
"290","Degree cultural rule including","321.97","Bread","Trader Joes","2022-10-18 12:23:02"
"291","Same former picture western","1.98","Bread","Trader Joes","2022-10-07 07:23:37"
"292","Position inside official hold","295.89","Cheese","Harris Teeters","2022-10-08 05:18:36"
"293","Better even onto story stage","363.47","Seafood","Trader Joes","2022-10-16 10:08:51"
"294","Guess owner on","63.94","Bread","Whole Foods","2022-10-20 04:21:54"
"295","Four free behind condition","447.30","Beverages","Whole Foods","2022-10-11 04:36:16"
"296","Language clearly","345.79","Frozen Food","Trader Joes","2022-10-11 01:53:17"
"297","Something area figure claim","275.94","Baked Goods","Trader Joes","2022-10-14 12:10:05"
"298","Past occur for always","165.14","Meat","Whole Foods","2022-10-09 01:02:59"
"299","Lose stock support officer","141.77","Produce","Trader Joes","2022-10-20 12:14:48"
"300","Special drop even program run","0.95","Sauces","Harris Teeters","2022-10-19 04:21:52"
"301","Wonder accept measure three","38.22","Prepared Food","Whole Foods","2022-10-15 08:22:56"
"302","Manager never similar identify","477.70","Seafood","Harris Teeters","2022-10-17 19:11:26"
"303","Yes hard clear","450.59","Cheese","Trader Joes","2022-10-07 05:53:18"
"304","His performance watch sign","444.74","Baking","Trader Joes","2022-10-08 13:55:13"
"305","Occur surface","225.20","Baking","Harris Teeters","2022-10-20 08:37:16"
"306","By it","175.15","Frozen Food","Harris Teeters","2022-10-15 14:16:50"
"307","Market voice art by","497.22","Pantry","Whole Foods","2022-10-17 16:37:50"
"308","Management music","305.80","Cheese","Harris Teeters","2022-10-06 23:19:58"
"309","Recent rise use","56.15","Pantry","Trader Joes","2022-10-18 20:57:29"
"310","Discover easy agent professor show","464.05","Prepared Food","Whole Foods","2022-10-14 12:22:34"
"311","Half firm fish","301.06","Prepared Food","Trader Joes","2022-10-19 07:22:08"
"312","Majority often usually rate foreign","244.19","Prepared Food","Trader Joes","2022-10-18 21:30:48"
"313","Understand political girl","454.05","Cheese","Harris Teeters","2022-10-10 17:38:41"
"314","Girl sure fund","136.74","Cheese","Whole Foods","2022-10-16 14:35:46"
"315","Position fish admit","336.60","Bread","Harris Teeters","2022-10-13 16:53:37"
"316","Quite crime administration","250.98","Baking","Harris Teeters","2022-10-14 01:14:29"
"317","Account have south thank","331.71","Produce","Whole Foods","2022-10-12 09:35:24"
"318","Cover since various computer","130.12","Cheese","Harris Teeters","2022-10-13 10:40:28"
"319","Nice care scene","233.52","Pantry","Trader Joes","2022-10-15 21:01:32"
"320","Use still successful south","372.11","Prepared Food","Trader Joes","2022-10-16 23:19:41"
"321","Film marriage write in","206.60","Canned Goods","Whole Foods","2022-10-16 05:41:39"
"322","Allow example model","463.40","Bread","Trader Joes","2022-10-13 22:13:27"
"323","Majority past camera almost","361.13","Baked Goods","Trader Joes","2022-10-16 03:26:15"
"324","Able discuss beyond","197.53","Meat","Whole Foods","2022-10-13 06:34:22"
"325","Single address","147.71","Frozen Food","Trader Joes","2022-10-07 03:24:03"
"326","Star member","136.19","Sauces","Whole Foods","2022-10-12 01:06:36"
"327","Down sit base","453.28","Pantry","Whole Foods","2022-10-17 20:03:16"
"328","Age series","387.45","Frozen Food","Whole Foods","2022-10-16 21:32:01"
"329","Possible theory let pattern","311.00","Cheese","Trader Joes","2022-10-11 08:11:22"
"330","Design whether available everyone","405.14","Prepared Food","Whole Foods","2022-10-13 21:19:56"
"331","Question religious herself bill","208.06","Produce","Whole Foods","2022-10-08 03:10:35"
"332","From race street perform","123.80","Baking","Trader Joes","2022-10-08 18:34:50"
"333","Tv direction job","441.81","Produce","Harris Teeters","2022-10-20 12:08:50"
"334","Sure skill poor list","471.09","Produce","Harris Teeters","2022-10-15 17:59:30"
"335","Scientist any turn blue","86.60","Frozen Food","Whole Foods","2022-10-16 12:47:01"
"336","Design increase color","50.58","Canned Goods","Harris Teeters","2022-10-06 23:59:42"
