"49","1251","4"
"49","799","1"
"49","1175","16"
"49","364","16"
"49","1213","0"
"49","1485","16"
"49","541","15"
"49","1067","4"
"49","297","19"
"49","928","12"
"49","599","10"
"49","1287","17"
"49","413","3"
"49","1046","8"
"49","837","8"
"49","1398","4"
"49","1856","13"
"49","1061","2"
"49","1827","9"
"49","513","19"
"49","834","18"
"49","1412","5"
"49","1825","4"
"49","1687","8"
"49","1464","19"
"49","99","7"
"49","1966","11"
"49","1482","12"
"49","1845","2"
"49","1355","7"
"49","1293","12"
"49","982","18"
"79","1496","15"
"79","1887","13"
"56","1267","17"
"56","1470","4"
"56","1714","13"
"56","702","5"
"56","1681","2"
"56","1149","17"
"56","1284","4"
"56","558","0"
"56","1868","13"
"56","731","8"
"56","1140","3"
"56","1867","10"
"56","1491","8"
"56","1875","0"
"56","1483","14"
"56","1570","8"
"45","483","14"
"45","610","7"
"45","1457","11"
"45","343","11"
"45","1624","0"
"45","1440","8"
"45","626","2"
"45","194","17"
"45","1015","10"
"45","1206","6"
"45","1329","9"
"45","1979","13"
"45","227","15"
"45","1561","12"
"45","1510","3"
"45","1365","15"
"45","1031","3"
"45","1160","5"
"45","1066","15"
"45","1574","6"
"45","451","10"
"45","1320","3"
"45","282","0"
"45","1124","14"
"45","1","2"
"45","974","17"
"45","1822","9"
"91","1244","12"
"91","1083","1"
"91","907","6"
"91","149","13"
"91","771","14"
"91","1279","16"
"91","248","13"
"91","519","14"
"91","79","3"
"91","1706","3"
"91","556","4"
"91","897","8"
"91","247","15"
"91","796","1"
"91","1821","17"
"29","883","7"
"29","1413","11"
"29","1621","18"
"29","1672","15"
"29","361","15"
"29","407","13"
"29","1674","4"
"29","701","0"
"29","1973","7"
"29","907","20"
"29","1696","0"
"29","1137","0"
"29","936","2"
"29","1323","9"
"29","168","7"
"29","431","2"
"29","137","11"
"29","1113","14"
"29","301","8"
"29","845","15"
"29","265","0"
"29","873","12"
"29","1362","12"
"29","872","16"
"29","1163","2"
"29","738","13"
"29","1240","5"
"29","1279","11"
"29","917","3"
"29","1665","10"
"29","1587","16"
"29","91","12"
"29","152","11"
"29","1384","14"
"29","721","13"
"29","357","4"
"29","792","6"
"29","1515","13"
"29","229","19"
"29","782","15"
"29","278","11"
"29","1712","15"
"29","1762","8"
"53","25","19"
"53","894","20"
"53","1316","14"
"53","189","17"
"53","1132","6"
"53","649","3"
"53","1898","1"
"53","1014","18"
"53","161","3"
"53","1613","8"
"53","1772","20"
"53","90","10"
"53","215","4"
"25","1554","4"
"25","1578","19"
"25","728","0"
"25","272","10"
"25","992","17"
"25","1321","8"
"25","234","1"
"25","1006","3"
"25","270","7"
"25","828","6"
"25","1220","7"
"25","1954","7"
"25","1404","20"
"25","927","5"
"25","1502","14"
"25","1736","2"
"25","1874","13"
"25","441","20"
"25","367","11"
"25","709","16"
"25","1092","3"
"25","1886","4"
"25","1806","0"
"25","780","16"
"25","1780","4"
"25","1086","19"
"25","771","0"
"25","903","16"
"25","602","14"
"25","139","20"
"25","1990","10"
"25","1","11"
"25","1132","19"
"25","1741","1"
"25","1855","18"
"25","1765","19"
"25","69","3"
"25","900","7"
"25","1918","6"
"58","1066","6"
"58","1986","16"
"58","233","11"
"58","1181","18"
"13","1923","17"
"13","809","19"
"13","1654","16"
"13","118","0"
"13","1248","18"
"13","989","8"
"13","1677","9"
"13","227","15"
"13","701","1"
"13","1894","14"
"13","69","15"
"13","22","14"
"13","580","7"
"13","207","1"
"13","70","19"
"80","663","8"
"80","584","19"
"80","145","4"
"80","730","11"
"80","1486","16"
"28","837","4"
"28","1097","10"
"28","1929","4"
"28","296","19"
"28","915","20"
"28","535","14"
"28","1235","14"
"28","1688","16"
"28","252","14"
"28","1494","6"
"28","1046","9"
"28","1291","2"
"28","237","6"
"28","1265","14"
"28","599","19"
"28","107","8"
"28","867","7"
"28","1199","3"
"28","1192","0"
"28","1879","14"
"28","586","11"
"28","462","5"
"28","1609","18"
"28","1060","15"
"8","1451","11"
"8","1471","20"
"8","1171","13"
"8","606","4"
"8","1289","11"
"8","131","10"
"8","230","8"
"1","560","1"
"1","1658","14"
"1","594","13"
"1","54","19"
"1","1532","5"
"1","1798","4"
"1","977","15"
"1","1288","7"
"1","1629","8"
"1","1546","3"
"1","946","8"
"1","1846","1"
"1","1917","15"
"1","556","11"
"1","123","11"
"1","18","8"
"1","1265","8"
"1","1809","8"
"1","1842","17"
"1","1143","8"
"1","373","19"
"65","1118","9"
"65","2","9"
"65","610","2"
"65","1632","5"
"65","958","6"
"65","735","12"
"65","535","19"
"65","547","4"
"65","731","4"
"65","1659","19"
"65","1557","19"
"65","1937","20"
"65","1481","20"
"65","616","12"
"65","563","3"
"65","154","12"
"65","1728","20"
"42","1256","9"
"42","1949","16"
"42","1340","5"
"42","1311","3"
"42","996","14"
"60","1982","4"
