"95","Music effect"
"95","Sport TV"
"95","Receive interest"
"95","All"
"95","Interview"
"95","Forward money"
"95","Fly themselves"
"95","Less full"
"95","Cover"
"95","Across someone"
"95","Everything attack"
"95","Pass"
"95","Every"
"95","Network scene"
"52","After"
"52","Nice"
"52","Specific crime"
"52","College"
"52","Professional avoid"
"52","Campaign"
"52","Story"
"52","Agency upon"
"52","Happen record"
"52","South site"
"52","Out"
"52","Eye"
"52","Land answer"
"52","Feel"
"52","Center level"
"3","Foot"
"3","Around"
"3","Keep"
"3","Test professor"
"3","Care recognize"
"3","Nor for"
"3","Process"
"3","Nature around"
"3","Grow prepare"
"3","Which require"
"3","Without"
"46","Sister worker"
"46","Father"
"46","Face"
"46","Their paper"
"46","Such success"
"46","Land describe"
"46","Use describe"
"46","Daughter interesting"
"46","Sure risk"
