"25","Trip election","95.73","Pantry","Trader Joes","2022-10-08 08:32:55"
"26","Employee grow ok physical","493.48","Produce","Harris Teeters","2022-10-14 00:32:38"
"27","Husband heavy stuff cover","465.38","Seafood","Trader Joes","2022-10-19 08:00:28"
"28","Another everything those","495.20","Baking","Trader Joes","2022-10-18 23:09:57"
"29","Treatment early wait","12.19","Produce","Harris Teeters","2022-10-20 19:41:16"
"30","Community summer third","155.78","Seafood","Trader Joes","2022-10-13 20:45:43"
"31","Risk whether","55.72","Meat","Trader Joes","2022-10-16 08:46:30"
"32","Statement religious force us","114.92","Produce","Harris Teeters","2022-10-19 18:26:04"
"33","Effect mention fire","266.95","Meat","Harris Teeters","2022-10-12 12:31:09"
"34","Enough each technology hot tax","193.41","Baked Goods","Harris Teeters","2022-10-15 11:33:59"
"35","Identify stand positive record","496.35","Canned Goods","Trader Joes","2022-10-09 12:48:17"
"36","Student treatment challenge vote","249.69","Canned Goods","Whole Foods","2022-10-09 11:32:28"
"37","Defense brother foot","8.43","Meat","Whole Foods","2022-10-19 18:47:55"
"38","Child loss","306.31","Beverages","Trader Joes","2022-10-16 20:39:10"
"39","Enough accept stay","275.72","Pantry","Trader Joes","2022-10-13 23:28:16"
"40","Try wait side part","488.73","Bread","Whole Foods","2022-10-16 20:59:13"
"41","Leave provide story","149.16","Beverages","Trader Joes","2022-10-16 19:43:00"
"42","Design institution","337.08","Bread","Trader Joes","2022-10-09 17:05:12"
"43","Author somebody car","58.14","Meat","Harris Teeters","2022-10-12 14:43:42"
"44","Company cover","102.68","Beverages","Whole Foods","2022-10-16 09:35:05"
"45","Moment price","400.86","Canned Goods","Harris Teeters","2022-10-14 02:48:49"
"46","Matter ever stock","108.78","Sauces","Whole Foods","2022-10-19 02:23:19"
"47","Audience generation set","300.39","Pantry","Trader Joes","2022-10-11 15:20:23"
"48","Adult possible six","239.99","Pantry","Trader Joes","2022-10-20 05:50:21"
"49","Participant sit I cause","187.97","Dairy & Eggs","Harris Teeters","2022-10-19 18:59:47"
"50","Civil avoid material line other","130.22","Frozen Food","Harris Teeters","2022-10-07 13:06:03"
"51","Enough American over road","406.44","Bread","Whole Foods","2022-10-21 01:10:20"
"52","Sure statement number PM","249.99","Baking","Trader Joes","2022-10-10 10:59:16"
"53","Tend any home","133.44","Dairy & Eggs","Trader Joes","2022-10-20 06:15:05"
"54","Fund cell change rock before","465.44","Bread","Trader Joes","2022-10-17 03:39:31"
"55","Teacher once","430.49","Canned Goods","Whole Foods","2022-10-19 17:28:21"
"56","Use education too","288.07","Baking","Harris Teeters","2022-10-10 03:38:58"
"57","List fire develop","402.56","Prepared Food","Trader Joes","2022-10-11 13:04:21"
"58","Personal network nature cost","359.16","Sauces","Harris Teeters","2022-10-18 22:42:27"
"59","Newspaper up year particular","257.97","Cheese","Whole Foods","2022-10-08 06:19:06"
"60","Clearly relate fire","254.50","Produce","Trader Joes","2022-10-20 04:35:30"
"61","Along various century energy","359.20","Beverages","Trader Joes","2022-10-11 13:21:28"
"62","Simple between say statement","422.79","Seafood","Whole Foods","2022-10-12 21:33:46"
"63","Police identify carry minute parent","269.13","Bread","Trader Joes","2022-10-17 02:48:18"
"64","Factor kind probably sound","327.40","Canned Goods","Trader Joes","2022-10-16 19:56:12"
"65","Blood whose marriage kid","390.27","Baked Goods","Harris Teeters","2022-10-11 15:39:47"
"66","Woman strategy","321.44","Canned Goods","Harris Teeters","2022-10-10 13:41:53"
"67","Middle once news develop news","240.81","Meat","Trader Joes","2022-10-11 19:48:30"
"68","Work more","149.64","Baked Goods","Trader Joes","2022-10-09 18:02:03"
"69","Man interview","455.91","Seafood","Harris Teeters","2022-10-13 13:17:44"
"70","Amount national war sense","296.67","Bread","Harris Teeters","2022-10-15 15:02:48"
"71","Institution name perform themselves","36.11","Produce","Trader Joes","2022-10-12 23:58:56"
"72","Democratic political population","335.68","Produce","Whole Foods","2022-10-11 16:54:13"
"73","If during because share actually","157.51","Pantry","Harris Teeters","2022-10-18 23:31:37"
"74","Certain thus","186.97","Beverages","Harris Teeters","2022-10-10 10:52:25"
"75","Certainly worker receive","339.62","Frozen Food","Trader Joes","2022-10-18 20:23:17"
"76","Result nothing college thought","458.40","Bread","Whole Foods","2022-10-11 15:05:48"
"77","Image him soldier suddenly myself","208.18","Produce","Trader Joes","2022-10-18 05:12:50"
"78","Prepare fight","100.03","Seafood","Harris Teeters","2022-10-20 02:59:41"
"79","Determine action who special","149.78","Produce","Harris Teeters","2022-10-07 11:23:07"
"80","Would wind","263.42","Produce","Harris Teeters","2022-10-16 05:52:32"
"81","Skill middle theory ok","143.02","Canned Goods","Harris Teeters","2022-10-10 18:22:04"
"82","Someone west","447.70","Prepared Food","Trader Joes","2022-10-15 13:34:23"
"83","Soldier run","489.18","Seafood","Harris Teeters","2022-10-15 19:45:39"
"84","Oil popular order join future","382.50","Frozen Food","Harris Teeters","2022-10-16 19:07:15"
"85","Put money kind quickly","183.09","Meat","Trader Joes","2022-10-19 08:40:16"
"86","Threat house her move","0.22","Prepared Food","Harris Teeters","2022-10-17 10:25:15"
"87","Generation almost score city","91.58","Frozen Food","Harris Teeters","2022-10-14 12:24:04"
"88","Low Republican since present guy","88.63","Frozen Food","Harris Teeters","2022-10-08 08:21:39"
"89","Skill environmental create health","312.67","Bread","Trader Joes","2022-10-10 06:18:35"
"90","Work writer summer","87.03","Beverages","Whole Foods","2022-10-17 15:15:10"
"91","Write pattern concern toward fast","417.71","Produce","Harris Teeters","2022-10-13 22:55:28"
"92","Point fine over red","439.91","Produce","Whole Foods","2022-10-17 15:12:29"
"93","Help day","353.26","Sauces","Harris Teeters","2022-10-19 08:46:42"
"94","Meet news economic make","365.94","Baked Goods","Harris Teeters","2022-10-19 00:45:00"
"95","Seven card safe","395.40","Produce","Trader Joes","2022-10-10 14:00:56"
"96","Wish raise","363.64","Sauces","Whole Foods","2022-10-16 13:42:18"
"97","Heart that American","239.47","Produce","Whole Foods","2022-10-14 21:07:44"
"98","Tv it ask information","380.38","Canned Goods","Harris Teeters","2022-10-13 11:47:12"
"99","Indicate part","229.73","Seafood","Harris Teeters","2022-10-19 04:04:44"
"100","Reach risk painting camera","157.73","Baking","Harris Teeters","2022-10-18 15:29:40"
"101","Military daughter be","71.32","Dairy & Eggs","Whole Foods","2022-10-10 06:57:13"
"102","Growth mention local","296.05","Sauces","Whole Foods","2022-10-20 20:54:29"
"103","Contain put information cut act","323.75","Baked Goods","Whole Foods","2022-10-15 23:13:11"
"104","Produce five","168.12","Sauces","Harris Teeters","2022-10-12 02:55:14"
"105","Name among","198.91","Pantry","Trader Joes","2022-10-14 10:33:08"
"106","Call newspaper get","285.26","Pantry","Trader Joes","2022-10-12 01:19:17"
"107","Include positive join plant ever","432.10","Dairy & Eggs","Harris Teeters","2022-10-07 12:21:43"
"108","Far sing hand industry","484.04","Dairy & Eggs","Trader Joes","2022-10-08 11:41:47"
"109","Parent certain cut","261.82","Prepared Food","Whole Foods","2022-10-17 01:24:06"
"110","Recent blue politics firm","320.22","Sauces","Whole Foods","2022-10-11 19:34:08"
"111","Someone relate modern owner it","262.29","Prepared Food","Trader Joes","2022-10-19 19:33:59"
"112","Today method know not","333.96","Dairy & Eggs","Whole Foods","2022-10-17 09:12:13"
"113","General family","378.07","Frozen Food","Trader Joes","2022-10-08 14:22:50"
"114","Consumer better grow story","17.96","Bread","Trader Joes","2022-10-15 12:14:53"
"115","Wait occur first test senior","28.12","Baking","Trader Joes","2022-10-15 06:09:40"
"116","Hospital ready marriage grow","23.98","Meat","Whole Foods","2022-10-10 15:53:48"
"117","Behavior game including all","471.52","Sauces","Whole Foods","2022-10-11 15:31:25"
"118","Level let great performance","397.01","Produce","Trader Joes","2022-10-12 19:08:04"
"119","Away thing bed concern worker","123.99","Seafood","Trader Joes","2022-10-14 18:28:53"
"120","Provide blue manage player administration","79.88","Bread","Whole Foods","2022-10-08 17:26:25"
"121","Care its someone point","104.21","Baked Goods","Harris Teeters","2022-10-21 01:11:48"
"122","Decade attack","78.68","Canned Goods","Whole Foods","2022-10-07 13:42:25"
"123","Husband point save","282.84","Produce","Whole Foods","2022-10-19 01:11:34"
"124","Act left hundred site should","224.90","Canned Goods","Harris Teeters","2022-10-11 16:46:56"
"125","Technology avoid less food","428.49","Prepared Food","Trader Joes","2022-10-10 07:32:01"
"126","Consider treat road science","159.22","Meat","Whole Foods","2022-10-17 11:30:05"
"127","Environment president station visit indeed","378.93","Cheese","Harris Teeters","2022-10-09 14:13:35"
"128","Until across must father","199.72","Canned Goods","Trader Joes","2022-10-18 04:17:40"
"129","Green understand media each","463.46","Produce","Harris Teeters","2022-10-13 00:52:44"
"130","Film these issue","142.36","Frozen Food","Whole Foods","2022-10-10 12:49:43"
"131","Drug partner","104.71","Frozen Food","Whole Foods","2022-10-20 21:07:23"
"132","Today matter partner necessary","445.05","Produce","Whole Foods","2022-10-07 21:17:31"
"133","Beyond such offer much charge","291.84","Baked Goods","Whole Foods","2022-10-14 20:15:44"
"134","Player degree window","465.73","Baking","Harris Teeters","2022-10-18 14:33:36"
"135","Exactly reach difficult","364.53","Prepared Food","Whole Foods","2022-10-12 11:16:17"
"136","Strong always single","444.35","Produce","Whole Foods","2022-10-16 04:46:06"
"137","Enough walk despite","415.95","Pantry","Trader Joes","2022-10-07 21:38:42"
"138","Owner avoid especially writer air","193.53","Baking","Harris Teeters","2022-10-18 03:29:44"
"139","Hear remember similar rise employee","276.37","Baking","Whole Foods","2022-10-15 16:37:07"
"140","Fact safe about response heart","417.45","Meat","Trader Joes","2022-10-19 13:23:41"
"141","Reflect new choose adult","302.31","Canned Goods","Trader Joes","2022-10-10 00:47:31"
"142","Third situation customer","140.59","Dairy & Eggs","Whole Foods","2022-10-13 17:26:05"
"143","Few mind soon","306.45","Pantry","Whole Foods","2022-10-15 13:55:51"
"144","Work low plan education which","209.05","Prepared Food","Whole Foods","2022-10-18 00:10:34"
"145","Herself less","415.26","Cheese","Whole Foods","2022-10-15 09:32:23"
"146","Style kind","498.93","Produce","Trader Joes","2022-10-18 14:36:56"
"147","Week along change determine","385.09","Seafood","Trader Joes","2022-10-08 13:39:49"
"148","Mrs usually","456.69","Meat","Harris Teeters","2022-10-15 08:12:05"
"149","Gun describe","280.09","Cheese","Trader Joes","2022-10-12 07:25:46"
"150","Final develop turn","248.81","Seafood","Harris Teeters","2022-10-11 19:03:08"
"151","Unit gas personal","499.06","Baking","Trader Joes","2022-10-08 22:56:05"
"152","First Mr another travel","8.23","Baked Goods","Harris Teeters","2022-10-20 19:54:52"
"153","Drop quickly","283.70","Beverages","Whole Foods","2022-10-19 14:53:22"
"154","Arrive kind by","476.96","Produce","Trader Joes","2022-10-08 12:31:07"
"155","Laugh door list","499.85","Canned Goods","Whole Foods","2022-10-15 05:14:22"
"156","Involve of service drive attack","375.48","Bread","Whole Foods","2022-10-19 04:41:13"
"157","Product eye remain ten","309.33","Dairy & Eggs","Whole Foods","2022-10-07 14:10:45"
"158","Spring different level","45.50","Produce","Whole Foods","2022-10-15 06:48:56"
"159","Market research","230.84","Canned Goods","Harris Teeters","2022-10-19 11:32:10"
"160","Ever quality","103.22","Meat","Whole Foods","2022-10-21 00:32:55"
"161","Education because some","409.13","Baked Goods","Trader Joes","2022-10-17 08:41:49"
"162","More understand as girl","316.33","Dairy & Eggs","Trader Joes","2022-10-13 21:11:25"
"163","Knowledge impact relationship individual","453.13","Frozen Food","Whole Foods","2022-10-11 01:51:06"
"164","Most new oil special success","162.23","Dairy & Eggs","Whole Foods","2022-10-17 04:02:03"
"165","Require along speech food seat","6.03","Canned Goods","Whole Foods","2022-10-07 18:35:49"
"166","Hand avoid suffer","110.82","Meat","Trader Joes","2022-10-11 23:13:22"
"167","Nearly evidence something really","252.88","Frozen Food","Harris Teeters","2022-10-11 03:10:06"
"168","Own grow computer long","3.00","Bread","Trader Joes","2022-10-13 22:03:05"
"169","Moment natural computer","201.77","Dairy & Eggs","Trader Joes","2022-10-18 23:25:25"
"170","Support data happen try gun","279.55","Prepared Food","Harris Teeters","2022-10-20 02:26:54"
"171","Trial water exist","309.12","Meat","Trader Joes","2022-10-08 14:22:40"
"172","Sell hope","332.82","Baking","Harris Teeters","2022-10-17 00:15:42"
"173","Yes responsibility heavy","446.67","Produce","Whole Foods","2022-10-07 23:38:14"
"174","Market east movie present","317.07","Meat","Whole Foods","2022-10-08 06:53:12"
"175","Kid important risk","144.76","Produce","Whole Foods","2022-10-09 13:56:15"
"176","Ten bed","426.13","Bread","Whole Foods","2022-10-13 05:03:36"
"177","Teach with food clearly society","392.15","Seafood","Trader Joes","2022-10-16 00:53:59"
"178","Behavior the","63.13","Baking","Harris Teeters","2022-10-16 18:28:19"
"179","History floor very mother","363.24","Pantry","Harris Teeters","2022-10-14 23:02:38"
"180","Raise staff why college","257.75","Beverages","Whole Foods","2022-10-14 15:27:45"
"181","Bit hope service","437.44","Beverages","Whole Foods","2022-10-09 10:16:34"
"182","Hear or work","346.96","Canned Goods","Trader Joes","2022-10-15 20:52:24"
"183","Able where","355.94","Baked Goods","Trader Joes","2022-10-08 01:55:49"
"184","Authority prepare yes","57.72","Baked Goods","Trader Joes","2022-10-13 13:53:50"
"185","Apply spring blood response","192.26","Cheese","Whole Foods","2022-10-20 10:28:20"
"186","Unit charge lead music","383.15","Canned Goods","Trader Joes","2022-10-19 16:29:45"
"187","Million both decision","374.95","Baked Goods","Whole Foods","2022-10-15 01:13:33"
"188","Out recent federal","212.05","Prepared Food","Harris Teeters","2022-10-12 02:59:26"
"189","Available song television conference staff","117.58","Baked Goods","Trader Joes","2022-10-18 16:04:06"
"190","Hotel thank","109.74","Baking","Whole Foods","2022-10-16 20:17:38"
"191","Truth become build","206.95","Beverages","Harris Teeters","2022-10-12 12:01:37"
"192","Address guy month","289.03","Beverages","Trader Joes","2022-10-16 22:28:52"
"193","Case case","38.57","Baked Goods","Trader Joes","2022-10-16 09:08:26"
"194","Whose worry close","362.87","Canned Goods","Trader Joes","2022-10-13 22:59:14"
"195","Take reach","164.91","Frozen Food","Harris Teeters","2022-10-14 12:24:13"
"196","Water nature boy reach","122.24","Sauces","Harris Teeters","2022-10-17 07:34:02"
"197","Understand others baby dream","149.91","Meat","Harris Teeters","2022-10-18 00:41:50"
"198","Important social artist","200.35","Baked Goods","Trader Joes","2022-10-08 02:11:36"
"199","Bill both after analysis","492.49","Beverages","Harris Teeters","2022-10-20 20:54:28"
"200","No century behind successful of","495.52","Cheese","Harris Teeters","2022-10-12 10:30:53"
"201","Door sit authority","337.94","Meat","Whole Foods","2022-10-12 17:56:57"
"202","Tough task much","360.44","Canned Goods","Harris Teeters","2022-10-07 17:07:44"
"203","Home order indicate force","77.00","Baked Goods","Harris Teeters","2022-10-12 17:42:36"
"204","I within candidate","434.99","Cheese","Whole Foods","2022-10-19 08:33:10"
"205","Professional positive must","22.53","Meat","Whole Foods","2022-10-15 08:04:34"
"206","Theory increase concern","334.30","Bread","Harris Teeters","2022-10-15 03:57:17"
"207","Push first crime onto","419.48","Bread","Whole Foods","2022-10-10 02:29:39"
"208","Show take no pick","126.95","Bread","Trader Joes","2022-10-14 17:34:36"
"209","Song onto","185.41","Produce","Harris Teeters","2022-10-19 19:27:45"
"210","Wonder important school kind","93.44","Baking","Harris Teeters","2022-10-09 12:55:32"
"211","Half gun some","19.41","Canned Goods","Whole Foods","2022-10-19 23:23:30"
"212","Hear edge","322.03","Canned Goods","Harris Teeters","2022-10-09 12:25:23"
"213","Career whatever ten","150.09","Produce","Trader Joes","2022-10-20 11:10:20"
"214","Organization want","61.08","Produce","Trader Joes","2022-10-20 08:59:38"
"215","Other candidate tough","352.12","Canned Goods","Trader Joes","2022-10-09 07:23:01"
"216","Sense stock story","179.17","Seafood","Whole Foods","2022-10-13 18:48:01"
"217","Listen require each tend serve","150.27","Cheese","Harris Teeters","2022-10-15 22:25:53"
"218","Him force wall","304.18","Produce","Trader Joes","2022-10-13 21:29:48"
"219","Fight worry cell","166.19","Cheese","Trader Joes","2022-10-21 01:47:11"
"220","Tell blue","172.78","Baked Goods","Whole Foods","2022-10-09 12:49:50"
"221","Project family always","7.03","Frozen Food","Whole Foods","2022-10-09 08:57:29"
"222","Else fish thousand","69.83","Beverages","Harris Teeters","2022-10-20 06:39:55"
"223","Order indeed","183.38","Prepared Food","Whole Foods","2022-10-21 07:22:19"
"224","Bill know them international","57.55","Seafood","Whole Foods","2022-10-10 00:10:28"
"225","Knowledge coach owner","290.52","Prepared Food","Whole Foods","2022-10-12 02:31:43"
"226","Claim up behavior","455.24","Frozen Food","Trader Joes","2022-10-16 08:33:29"
"227","Social some man","257.76","Canned Goods","Trader Joes","2022-10-08 11:08:51"
"228","Everyone involve never only","144.54","Beverages","Trader Joes","2022-10-07 22:00:28"
"229","Reveal bad experience","259.83","Baking","Trader Joes","2022-10-12 21:59:46"
"230","Wonder until","302.67","Pantry","Whole Foods","2022-10-12 21:23:18"
"231","Enjoy best","195.85","Beverages","Trader Joes","2022-10-16 14:39:35"
"232","Language address social","83.45","Prepared Food","Harris Teeters","2022-10-19 12:36:43"
"233","Deep goal sing","75.83","Sauces","Whole Foods","2022-10-19 12:41:15"
"234","Management continue force","351.01","Sauces","Whole Foods","2022-10-11 05:33:26"
"235","Stand baby just","273.30","Cheese","Trader Joes","2022-10-17 18:14:14"
"236","Language Mrs raise","54.54","Produce","Harris Teeters","2022-10-14 04:35:49"
"237","Official up material country continue","15.55","Baking","Harris Teeters","2022-10-10 11:04:38"
"238","Or box citizen former","153.67","Bread","Trader Joes","2022-10-10 04:42:46"
"239","Career including control reason amount","156.98","Baking","Whole Foods","2022-10-12 07:38:13"
"240","Top just mind","272.99","Dairy & Eggs","Trader Joes","2022-10-10 09:45:03"
"241","Walk actually continue number imagine","66.57","Produce","Whole Foods","2022-10-17 07:32:16"
"242","Meet small road wind","343.93","Beverages","Whole Foods","2022-10-18 02:27:00"
"243","Become assume police sister","331.10","Prepared Food","Trader Joes","2022-10-09 11:43:12"
"244","That his hotel require","96.43","Meat","Whole Foods","2022-10-19 10:17:38"
"245","Firm card","150.73","Canned Goods","Harris Teeters","2022-10-07 16:32:57"
"246","Argue cold ever","206.77","Seafood","Harris Teeters","2022-10-13 13:38:49"
"247","Response cultural lot player","165.22","Prepared Food","Trader Joes","2022-10-08 04:42:39"
"248","Challenge event today","372.65","Pantry","Trader Joes","2022-10-17 07:01:40"
"249","Information least imagine","211.11","Bread","Harris Teeters","2022-10-07 15:41:36"
"250","Final discover success","351.81","Baking","Trader Joes","2022-10-10 15:57:43"
"251","Throughout commercial interest","371.79","Prepared Food","Harris Teeters","2022-10-20 07:27:18"
"252","Travel admit","16.77","Produce","Trader Joes","2022-10-10 16:35:57"
"253","Evidence shoulder will","101.09","Frozen Food","Harris Teeters","2022-10-09 11:38:34"
"254","Feel Mrs","342.02","Sauces","Trader Joes","2022-10-15 08:45:58"
"255","As mother director much land","245.70","Pantry","Whole Foods","2022-10-21 09:22:15"
"256","Not nor leg sister oil","55.69","Baking","Harris Teeters","2022-10-20 18:15:33"
"257","Order story","28.54","Seafood","Harris Teeters","2022-10-17 09:26:11"
"258","Deal follow join opportunity","401.63","Prepared Food","Whole Foods","2022-10-09 15:46:28"
"259","Black them imagine religious course","15.95","Meat","Whole Foods","2022-10-11 20:40:39"
"260","Near receive hear argue","73.50","Meat","Trader Joes","2022-10-18 12:47:37"
"261","Big sometimes art director","194.73","Baked Goods","Harris Teeters","2022-10-11 15:36:32"
"262","Share meeting half wait","14.30","Produce","Harris Teeters","2022-10-09 05:52:53"
"263","Produce majority science between","278.99","Beverages","Harris Teeters","2022-10-09 20:15:03"
"264","Miss light after table","91.56","Beverages","Trader Joes","2022-10-12 11:33:15"
"265","Car fear measure south","84.24","Baking","Harris Teeters","2022-10-19 05:47:09"
"266","Capital off","462.13","Produce","Whole Foods","2022-10-12 21:25:49"
"267","Shake federal few building","369.56","Prepared Food","Trader Joes","2022-10-17 18:15:50"
"268","Couple go up town","133.88","Dairy & Eggs","Whole Foods","2022-10-12 23:19:41"
"269","Be certainly property mean","27.36","Baked Goods","Harris Teeters","2022-10-07 15:29:08"
"270","Significant international","304.08","Cheese","Whole Foods","2022-10-16 16:29:44"
"271","New and rich attack serve","98.08","Dairy & Eggs","Harris Teeters","2022-10-17 12:30:00"
"272","Oil official station those fish","360.49","Seafood","Whole Foods","2022-10-07 13:22:19"
"273","Movie health Republican we","445.00","Baked Goods","Harris Teeters","2022-10-14 15:44:21"
"274","Eat price wife","112.71","Sauces","Whole Foods","2022-10-09 18:40:08"
"275","Policy doctor the","422.14","Produce","Trader Joes","2022-10-07 15:27:52"
"276","Candidate best small hold still","339.25","Meat","Harris Teeters","2022-10-18 03:14:17"
"277","Cultural at care share","399.07","Dairy & Eggs","Trader Joes","2022-10-17 18:25:13"
"278","Television money student","281.79","Frozen Food","Harris Teeters","2022-10-18 21:41:24"
"279","Report nearly help them","367.09","Dairy & Eggs","Whole Foods","2022-10-09 19:25:25"
"280","Attack from attention including","141.92","Sauces","Whole Foods","2022-10-17 03:28:52"
"281","Final mention one","29.66","Produce","Harris Teeters","2022-10-14 21:20:56"
"282","Character court its property trade","353.26","Beverages","Harris Teeters","2022-10-14 11:41:51"
"283","Successful upon TV police officer","382.20","Bread","Trader Joes","2022-10-14 03:33:30"
"284","Focus close","218.43","Dairy & Eggs","Trader Joes","2022-10-15 13:47:09"
"285","Back practice","187.91","Pantry","Whole Foods","2022-10-16 00:27:16"
"286","Agent record structure one","333.76","Produce","Harris Teeters","2022-10-15 18:17:34"
"287","Leave world science","359.95","Beverages","Trader Joes","2022-10-20 21:38:42"
"288","Car rule her newspaper","439.93","Baking","Trader Joes","2022-10-19 06:04:47"
"289","Institution agency which","209.18","Cheese","Trader Joes","2022-10-14 14:17:03"
"290","Degree cultural rule including","321.97","Dairy & Eggs","Trader Joes","2022-10-19 09:33:55"
"291","Same former picture western","1.98","Cheese","Whole Foods","2022-10-08 04:34:30"
"292","Position inside official hold","295.89","Beverages","Whole Foods","2022-10-09 02:29:29"
"293","Better even onto story stage","363.47","Baked Goods","Trader Joes","2022-10-17 07:19:44"
"294","Guess owner on","63.94","Meat","Whole Foods","2022-10-21 01:32:47"
"295","Four free behind condition","447.30","Sauces","Trader Joes","2022-10-12 01:47:09"
"296","Language clearly","345.79","Cheese","Harris Teeters","2022-10-11 23:04:10"
"297","Something area figure claim","275.94","Baked Goods","Whole Foods","2022-10-15 09:20:58"
"298","Past occur for always","165.14","Pantry","Harris Teeters","2022-10-09 22:13:52"
"299","Lose stock support officer","141.77","Produce","Trader Joes","2022-10-21 09:25:41"
"300","Special drop even program run","0.95","Frozen Food","Whole Foods","2022-10-20 01:32:45"
"301","Wonder accept measure three","38.22","Meat","Harris Teeters","2022-10-16 05:33:49"
"302","Manager never similar identify","477.70","Beverages","Harris Teeters","2022-10-18 16:22:19"
"303","Yes hard clear","450.59","Dairy & Eggs","Harris Teeters","2022-10-08 03:04:11"
"304","His performance watch sign","444.74","Canned Goods","Harris Teeters","2022-10-09 11:06:06"
"305","Occur surface","225.20","Bread","Whole Foods","2022-10-21 05:48:09"
"306","By it","175.15","Prepared Food","Whole Foods","2022-10-16 11:27:43"
"307","Market voice art by","497.22","Meat","Whole Foods","2022-10-18 13:48:43"
"308","Management music","305.80","Beverages","Trader Joes","2022-10-07 20:30:51"
"309","Recent rise use","56.15","Prepared Food","Whole Foods","2022-10-19 18:08:22"
"310","Discover easy agent professor show","464.05","Baking","Trader Joes","2022-10-15 09:33:27"
"311","Half firm fish","301.06","Pantry","Trader Joes","2022-10-20 04:33:01"
"312","Majority often usually rate foreign","244.19","Prepared Food","Trader Joes","2022-10-19 18:41:41"
"313","Understand political girl","454.05","Produce","Whole Foods","2022-10-11 14:49:34"
"314","Girl sure fund","136.74","Prepared Food","Trader Joes","2022-10-17 11:46:39"
"315","Position fish admit","336.60","Frozen Food","Harris Teeters","2022-10-14 14:04:30"
"316","Quite crime administration","250.98","Prepared Food","Whole Foods","2022-10-14 22:25:22"
"317","Account have south thank","331.71","Pantry","Harris Teeters","2022-10-13 06:46:17"
"318","Cover since various computer","130.12","Produce","Whole Foods","2022-10-14 07:51:21"
"319","Nice care scene","233.52","Seafood","Harris Teeters","2022-10-16 18:12:25"
"320","Use still successful south","372.11","Meat","Whole Foods","2022-10-17 20:30:34"
"321","Film marriage write in","206.60","Pantry","Trader Joes","2022-10-17 02:52:32"
"322","Allow example model","463.40","Beverages","Whole Foods","2022-10-14 19:24:20"
"323","Majority past camera almost","361.13","Pantry","Trader Joes","2022-10-17 00:37:08"
"324","Able discuss beyond","197.53","Frozen Food","Trader Joes","2022-10-14 03:45:15"
"325","Single address","147.71","Bread","Trader Joes","2022-10-08 00:34:56"
"326","Star member","136.19","Prepared Food","Whole Foods","2022-10-12 22:17:29"
"327","Down sit base","453.28","Bread","Harris Teeters","2022-10-18 17:14:09"
"328","Age series","387.45","Produce","Whole Foods","2022-10-17 18:42:54"
"329","Possible theory let pattern","311.00","Pantry","Trader Joes","2022-10-12 05:22:15"
"330","Design whether available everyone","405.14","Baking","Harris Teeters","2022-10-14 18:30:49"
"331","Question religious herself bill","208.06","Frozen Food","Harris Teeters","2022-10-09 00:21:28"
"332","From race street perform","123.80","Produce","Trader Joes","2022-10-09 15:45:43"
"333","Tv direction job","441.81","Produce","Harris Teeters","2022-10-21 09:19:43"
"334","Sure skill poor list","471.09","Canned Goods","Trader Joes","2022-10-16 15:10:23"
"335","Scientist any turn blue","86.60","Frozen Food","Whole Foods","2022-10-17 09:57:54"
"336","Design increase color","50.58","Prepared Food","Whole Foods","2022-10-07 21:10:35"
