"14","530","Change suffer","50.00","Dairy & Eggs","Harris Teeters","14"
"14","1248","Better even onto story stage","45.47","Beverages","Harris Teeters","2"
"14","1546","Environmental nation","26.31","Bread","Trader Joes","5"
"14","895","Item sound left","46.61","Seafood","Whole Foods","4"
"14","871","Agency nice probably","27.49","Baked Goods","Trader Joes","10"
"14","538","Type speech other","43.04","Sauces","Harris Teeters","14"
"14","1625","Young significant","36.22","Dairy & Eggs","Trader Joes","11"
"15","492","Return suddenly wish loss cause","5.71","Meat","Trader Joes","8"
"15","461","Glass line knowledge season region","30.74","Baking","Whole Foods","7"
"15","1154","Understand others baby dream","18.91","Produce","Whole Foods","11"
"15","1948","According piece","12.13","Produce","Harris Teeters","16"
"15","144","Public leader medical","10.94","Frozen Food","Trader Joes","17"
"15","1044","Generation almost score city","11.58","Dairy & Eggs","Trader Joes","3"
"15","742","You provide fire hear","5.59","Prepared Food","Trader Joes","4"
"15","383","Difficult religious","43.98","Pantry","Whole Foods","15"
"15","1425","Way here year","45.27","Beverages","Harris Teeters","18"
"15","1328","Today north throughout","30.94","Cheese","Whole Foods","8"
"15","1704","News floor lot","48.59","Baking","Harris Teeters","13"
"15","1209","Feel Mrs","42.02","Baking","Harris Teeters","9"
"15","1542","Or charge trouble","46.00","Prepared Food","Trader Joes","8"
"15","1699","Picture order another significant","28.33","Meat","Whole Foods","4"
"15","505","Third option","9.72","Prepared Food","Whole Foods","3"
"15","753","Space majority bit instead","50.46","Meat","Harris Teeters","16"
"15","1383","Conference service","50.73","Pantry","Trader Joes","11"
"15","1726","Tell there wait","32.88","Frozen Food","Trader Joes","15"
"15","10","Attorney quickly candidate change","2.10","Sauces","Harris Teeters","7"
"15","484","Forward interesting","50.38","Prepared Food","Harris Teeters","2"
"15","196","Not go benefit time","15.60","Sauces","Whole Foods","15"
"15","1025","Middle once news develop news","30.81","Beverages","Harris Teeters","10"
"15","833","Red forward spend","18.35","Canned Goods","Trader Joes","20"
"15","536","Our safe prepare blue","2.50","Canned Goods","Harris Teeters","3"
"15","1297","Attention natural","35.34","Baking","Whole Foods","19"
"16","1572","Either half official mention quite","11.66","Baking","Whole Foods","2"
"16","1654","Final medical truth admit staff","24.71","Cheese","Trader Joes","16"
"16","1573","Painting rock game","23.79","Dairy & Eggs","Harris Teeters","7"
"16","152","A cell analysis","8.43","Seafood","Whole Foods","11"
"16","794","Not site first investment","12.20","Meat","Whole Foods","14"
"16","1327","Lawyer indeed response doctor watch","47.31","Bread","Trader Joes","16"
"16","1254","Own note along","40.34","Produce","Whole Foods","4"
"16","900","Bill parent participant none","14.21","Cheese","Trader Joes","7"
"16","695","Forget crime resource","15.72","Meat","Harris Teeters","18"
"16","269","Parent very card center","1.15","Canned Goods","Trader Joes","2"
"16","1188","Deep goal sing","9.83","Prepared Food","Whole Foods","8"
"16","1121","Impact relationship individual though","6.19","Sauces","Trader Joes","5"
"16","1972","Kid amount","48.35","Beverages","Whole Foods","3"
"16","1662","According paper discover place","22.05","Produce","Whole Foods","6"
"16","387","Effect imagine town worker","41.30","Baking","Whole Foods","20"
"16","1483","Sell include personal scene","0.44","Baking","Harris Teeters","6"
"16","1627","Candidate officer rate detail voice","16.74","Dairy & Eggs","Harris Teeters","5"
"16","886","Soon college","23.45","Baking","Trader Joes","6"
"16","142","Past always future","47.93","Seafood","Trader Joes","4"
"16","138","North but","24.21","Dairy & Eggs","Trader Joes","1"
"16","1132","Market east movie present","39.07","Seafood","Harris Teeters","8"
"16","1941","Often as I remain enter","45.04","Seafood","Trader Joes","5"
"17","523","Family clear risk exactly","7.45","Pantry","Whole Foods","8"
"17","1285","From race street perform","15.80","Produce","Harris Teeters","7"
"17","1853","Trial safe","8.18","Prepared Food","Whole Foods","13"
"17","946","You entire prepare into build","16.87","Prepared Food","Harris Teeters","8"
"17","596","No enough case action","27.67","Produce","Harris Teeters","6"
"17","676","Piece team middle","33.27","Cheese","Trader Joes","7"
"17","1153","Water nature boy reach","15.24","Baked Goods","Trader Joes","5"
"17","1028","Star street","30.96","Cheese","Harris Teeters","9"
"17","1540","My night this none attack","47.10","Meat","Harris Teeters","20"
"17","153","Travel professional production election","39.24","Dairy & Eggs","Trader Joes","4"
"17","449","Accept sometimes city","11.51","Sauces","Trader Joes","20"
"17","1651","Include pressure political research","22.75","Seafood","Harris Teeters","7"
"17","1631","Administration indicate answer carry","50.61","Baking","Trader Joes","18"
"17","1603","Major good follow","14.04","Seafood","Whole Foods","9"
"17","57","Why measure too maybe","36.11","Meat","Whole Foods","17"
"18","239","Agreement well account movement","8.14","Canned Goods","Harris Teeters","16"
"18","1190","Stand baby just","34.30","Seafood","Whole Foods","18"
"18","1299","Pick very","32.48","Meat","Trader Joes","13"
"18","1394","Travel include that real","48.66","Produce","Harris Teeters","19"
"18","401","Everything buy protect","21.00","Cheese","Whole Foods","4"
"18","288","Clearly thought","33.45","Prepared Food","Harris Teeters","4"
"18","361","System resource truth leave institution","46.68","Meat","Whole Foods","4"
"18","759","Power management sell","31.82","Seafood","Whole Foods","11"
"18","336","Magazine series think","26.00","Prepared Food","Whole Foods","15"
"18","535","Mrs possible add analysis","5.16","Produce","Trader Joes","15"
"18","1246","Same former picture western","0.98","Baking","Trader Joes","11"
"18","55","Family relationship like son might","2.08","Seafood","Trader Joes","9"
"18","1004","Bill situation war","34.47","Pantry","Trader Joes","20"
"18","1574","Step personal sea rest old","40.41","Baking","Harris Teeters","13"
"18","1875","Point certain turn budget action","4.87","Produce","Trader Joes","8"
"19","996","Identify stand positive record","17.10","Produce","Whole Foods","16"
"19","253","Free perform","10.98","Meat","Whole Foods","14"
"19","940","Listen draw adult","1.42","Meat","Harris Teeters","8"
"19","1462","City mother last score","25.16","Cheese","Trader Joes","10"
"19","179","Including artist","19.49","Sauces","Harris Teeters","20"
"19","1568","Light why","38.98","Bread","Whole Foods","3"
"19","1546","Environmental nation","26.31","Bread","Trader Joes","11"
"19","257","Room a artist drug them","39.28","Produce","Harris Teeters","14"
"19","1555","Buy college next son","26.74","Produce","Trader Joes","7"
"19","243","Girl happen front law care","33.11","Canned Goods","Whole Foods","16"
"19","213","Popular word book read pass","24.10","Produce","Whole Foods","12"
"19","1799","Keep forget","7.85","Baked Goods","Whole Foods","11"
"19","1263","Recent rise use","7.15","Frozen Food","Whole Foods","20"
"19","1711","Yet meeting outside","12.47","Produce","Whole Foods","15"
"19","1337","Tax from run manager","8.09","Meat","Whole Foods","12"
"19","1609","Four him suffer lawyer","30.93","Pantry","Whole Foods","19"
"19","1944","Century director yet president","33.38","Canned Goods","Whole Foods","13"
"19","1626","Someone boy explain especially tell","46.45","Seafood","Trader Joes","14"
"20","1388","Name situation west remain","50.36","Sauces","Whole Foods","4"
"20","1592","Seven heavy music time option","46.35","Baked Goods","Harris Teeters","17"
"20","1066","Parent certain cut","32.82","Seafood","Harris Teeters","13"
"20","315","Mention next","25.77","Dairy & Eggs","Whole Foods","1"
"20","422","Interesting when","19.08","Prepared Food","Harris Teeters","1"
"20","1330","Safe feeling","38.62","Baked Goods","Trader Joes","13"
"20","1363","High poor energy","35.28","Beverages","Harris Teeters","4"
"20","569","Travel responsibility cut hour","40.74","Produce","Harris Teeters","15"
"20","109","Lawyer effort little front amount","3.20","Produce","Harris Teeters","10"
"20","1400","Democrat with nature property bank","32.93","Pantry","Harris Teeters","3"
"20","1027","Man interview","45.32","Canned Goods","Trader Joes","3"
"20","6","Draw whose sort","28.11","Bread","Trader Joes","3"
"20","1968","Open describe practice series","19.40","Prepared Food","Whole Foods","7"
"20","1111","Major six your","32.30","Pantry","Trader Joes","17"
"20","1698","Give finish citizen hope","44.95","Produce","Trader Joes","9"
"20","1143","Unit charge lead music","47.15","Pantry","Trader Joes","6"
"20","531","Thus society oil","0.73","Produce","Harris Teeters","7"
"21","1632","Name effect lot","22.88","Frozen Food","Harris Teeters","1"
"21","496","Others development","0.57","Sauces","Harris Teeters","11"
"21","1469","Itself later for today","10.86","Canned Goods","Harris Teeters","2"
"21","860","Laugh such carry","19.68","Frozen Food","Harris Teeters","19"
"21","336","Magazine series think","26.00","Prepared Food","Whole Foods","1"
"21","927","Single hundred let","6.85","Bread","Trader Joes","17"
"21","1094","Enough walk despite","47.02","Pantry","Whole Foods","5"
"21","1985","Work century general model","26.47","Sauces","Harris Teeters","18"
"21","49","One coach court","7.08","Dairy & Eggs","Harris Teeters","12"
"21","1949","Party three","36.60","Baking","Trader Joes","12"
"21","23","Bring TV program","0.60","Pantry","Whole Foods","1"
"21","4","Artist truth trouble","5.92","Meat","Trader Joes","12"
"21","439","Control stock same","42.16","Pantry","Harris Teeters","13"
"21","506","Hand benefit major friend","33.26","Baking","Harris Teeters","17"
"22","439","Control stock same","42.16","Pantry","Harris Teeters","12"
"22","278","Particularly factor","7.21","Cheese","Harris Teeters","16"
"22","1090","Offer much charge","36.84","Sauces","Trader Joes","18"
"22","821","Different admit break","45.26","Baked Goods","Whole Foods","14"
"22","722","Sell area almost","14.41","Baking","Harris Teeters","8"
"22","1397","Hope safe picture film","32.82","Dairy & Eggs","Trader Joes","17"
"23","1482","Admit improve","7.00","Dairy & Eggs","Whole Foods","2"
"23","180","Should represent group strong back","3.56","Produce","Trader Joes","11"
"23","500","Degree training","29.96","Sauces","Whole Foods","17"
"23","1502","Design no such","6.62","Pantry","Harris Teeters","11"
"23","1973","Answer notice high there","5.72","Cheese","Harris Teeters","16"
"23","1726","Tell there wait","32.88","Frozen Food","Trader Joes","2"
"23","1518","Value effect","40.72","Produce","Harris Teeters","19"
"23","1751","Professional school culture","2.21","Produce","Whole Foods","18"
"23","1395","First street today hospital lead","7.22","Pantry","Whole Foods","14"
"23","259","Newspaper ground just keep","42.40","Frozen Food","Trader Joes","17"
"23","1516","Green role","2.10","Baked Goods","Trader Joes","20"
"23","492","Return suddenly wish loss cause","5.71","Meat","Trader Joes","6"
"24","1091","Player degree window","50.73","Prepared Food","Trader Joes","11"
"24","1692","Find great medical discover","17.85","Baked Goods","Harris Teeters","1"
"24","393","Crime study environment style remain","12.62","Meat","Harris Teeters","18"
"24","649","Land why thought","25.28","Produce","Whole Foods","4"
"24","1571","Suddenly major","33.38","Meat","Whole Foods","2"
"24","1213","Deal follow join opportunity","50.63","Baked Goods","Whole Foods","12"
"24","1038","Gun go base sign","37.35","Cheese","Trader Joes","8"
"24","1120","These which sign politics enter","16.54","Canned Goods","Whole Foods","4"
"24","474","Mr painting","46.40","Frozen Food","Whole Foods","11"
"24","648","Body doctor tough radio","36.35","Meat","Trader Joes","4"
"24","1916","His happy sing paper","31.08","Cheese","Harris Teeters","9"
"24","401","Everything buy protect","21.00","Cheese","Whole Foods","17"
"24","923","Make figure some","23.74","Prepared Food","Harris Teeters","13"
"24","246","Really listen","32.57","Pantry","Whole Foods","4"
"24","605","Simple happen beat offer","43.47","Canned Goods","Harris Teeters","13"
"24","715","Forward position article probably","3.07","Beverages","Trader Joes","2"
"24","443","Simple wrong newspaper","2.81","Seafood","Trader Joes","13"
"25","817","Type rest name term","13.45","Produce","Trader Joes","17"
"25","1350","Among memory short now","47.35","Beverages","Whole Foods","5"
"25","1507","Impact explain civil positive","47.05","Frozen Food","Whole Foods","6"
"25","1109","Unit gas personal","3.07","Produce","Trader Joes","13"
"25","433","Star various item","7.60","Cheese","Trader Joes","1"
"25","1652","Pay back play","28.47","Baking","Whole Foods","5"
"25","1633","Contain suddenly between why","46.69","Produce","Whole Foods","2"
"25","384","Summer specific option","11.08","Meat","Trader Joes","20"
"25","1112","Kind by us","2.21","Produce","Trader Joes","3"
"25","561","Happy thought early president board","7.68","Beverages","Whole Foods","16"
"26","1264","Discover easy agent professor show","2.98","Produce","Trader Joes","11"
"26","1506","Style human western role modern","48.13","Cheese","Trader Joes","9"
"27","451","Or which white get","7.98","Prepared Food","Harris Teeters","18"
"27","274","Alone subject development best","45.27","Beverages","Trader Joes","10"
"27","1578","Floor environment hundred pressure mission","22.00","Produce","Harris Teeters","1"
"27","1404","Special current each","9.95","Beverages","Whole Foods","3"
"27","1889","Run amount guess safe age","30.41","Prepared Food","Whole Foods","1"
"27","685","Office represent","29.09","Sauces","Harris Teeters","18"
"27","1858","Child shake star soon","7.15","Baked Goods","Whole Foods","14"
"27","1087","When effect join","18.16","Canned Goods","Whole Foods","9"
"27","990","Treatment early wait","1.19","Seafood","Trader Joes","6"
"27","1905","Quickly this line","0.98","Frozen Food","Harris Teeters","13"
"27","174","Check plan computer mention time","20.09","Baked Goods","Trader Joes","7"
"28","450","Nature cup whom poor send","12.58","Frozen Food","Harris Teeters","15"
"28","1930","Speech discussion manage identify man","0.93","Cheese","Harris Teeters","16"
"29","740","He father evidence question","21.79","Frozen Food","Trader Joes","12"
"29","1124","Easy dark","13.05","Seafood","Harris Teeters","19"
"29","148","Quite old simply","18.87","Dairy & Eggs","Whole Foods","11"
"29","1508","Finally effort skill assume","20.14","Sauces","Harris Teeters","8"
"29","1819","Behavior yet never recognize","6.45","Seafood","Trader Joes","11"
"29","1111","Major six your","32.30","Pantry","Trader Joes","6"
"29","287","Moment buy east example","25.55","Prepared Food","Whole Foods","14"
"29","517","Ten mention laugh spring","34.82","Produce","Trader Joes","15"
"29","162","Clearly type up","40.50","Baking","Whole Foods","11"
"29","1472","Dark audience far","29.22","Produce","Whole Foods","2"
"30","63","Special good along","29.49","Baked Goods","Trader Joes","5"
"30","1440","Feel huge","33.97","Frozen Food","Harris Teeters","16"
"30","1214","Black them imagine religious course","1.95","Seafood","Trader Joes","3"
"30","61","Special artist political camera","18.93","Prepared Food","Trader Joes","10"
"30","1970","Card now","35.18","Seafood","Trader Joes","18"
"30","1005","Economic voice trial push simply","45.25","Baking","Harris Teeters","20"
"30","1104","Kind win safe","43.53","Frozen Food","Harris Teeters","8"
"30","932","Option long beat","22.89","Baking","Whole Foods","2"
"30","196","Not go benefit time","15.60","Sauces","Whole Foods","1"
"30","917","Increase physical","21.42","Baked Goods","Harris Teeters","17"
"30","313","Fund catch","42.95","Dairy & Eggs","Trader Joes","14"
"30","991","Community summer third","19.78","Dairy & Eggs","Whole Foods","13"
"30","1046","Skill environmental create health","39.67","Frozen Food","Trader Joes","18"
"30","1402","Suffer process radio something","42.36","Seafood","Trader Joes","3"
"30","96","Kind nothing case","7.89","Prepared Food","Whole Foods","13"
"30","608","Old personal benefit close eight","16.57","Produce","Trader Joes","17"
"30","696","Sit six","13.35","Beverages","Trader Joes","10"
"30","1797","Result those do","30.43","Produce","Trader Joes","2"
"30","450","Nature cup whom poor send","12.58","Frozen Food","Harris Teeters","2"
"30","590","Growth television growth","24.85","Canned Goods","Harris Teeters","10"
"30","1732","Whatever stay few heavy find","7.71","Sauces","Trader Joes","7"
"31","403","Thing number end commercial","28.51","Produce","Trader Joes","2"
"31","1327","Lawyer indeed response doctor watch","47.31","Bread","Trader Joes","6"
"31","685","Office represent","29.09","Sauces","Harris Teeters","10"
"31","643","Trade different draw","2.91","Produce","Harris Teeters","12"
"31","216","Two no still","4.99","Prepared Food","Whole Foods","14"
"31","1711","Yet meeting outside","12.47","Produce","Whole Foods","7"
"31","1860","Born upon","5.24","Sauces","Trader Joes","7"
"31","1556","Law cell contain bring","32.83","Meat","Harris Teeters","4"
"31","598","Science draw","33.90","Canned Goods","Harris Teeters","19"
"31","1225","Significant international","38.08","Frozen Food","Trader Joes","2"
"31","204","Fact issue","43.52","Dairy & Eggs","Trader Joes","20"
"31","1983","Behind politics pull glass","7.20","Baking","Harris Teeters","12"
"31","245","Debate wish floor inside","32.15","Frozen Food","Harris Teeters","16"
"31","1192","Official up material country continue","1.55","Baked Goods","Whole Foods","9"
"31","507","Now owner believe industry yeah","47.24","Meat","Trader Joes","15"
"31","1202","Response cultural lot player","20.22","Pantry","Whole Foods","6"
"31","543","Poor modern","13.65","Produce","Harris Teeters","7"
"31","199","Everybody particularly test","25.80","Produce","Whole Foods","12"
"31","330","These century alone","41.72","Dairy & Eggs","Trader Joes","5"
"31","674","Without finish","43.59","Dairy & Eggs","Whole Foods","3"
"32","427","Hospital one environment","48.59","Produce","Whole Foods","5"
"32","1792","Deal thing","4.71","Bread","Trader Joes","17"
"32","976","Significant debate front free","30.71","Pantry","Trader Joes","15"
"32","1940","Financial hear performance type court","15.18","Produce","Harris Teeters","19"
"32","438","Measure again ability election","43.88","Canned Goods","Harris Teeters","17"
"32","1353","Break source improve","12.48","Sauces","Harris Teeters","18"
"32","313","Fund catch","42.95","Dairy & Eggs","Trader Joes","10"
"32","1226","New and rich attack serve","12.08","Dairy & Eggs","Whole Foods","12"
"32","536","Our safe prepare blue","2.50","Canned Goods","Harris Teeters","1"
"32","623","Whatever employee remember","38.30","Pantry","Whole Foods","2"
"32","794","Not site first investment","12.20","Meat","Whole Foods","19"
"32","722","Sell area almost","14.41","Baking","Harris Teeters","9"
"32","1395","First street today hospital lead","7.22","Pantry","Whole Foods","17"
"32","586","Owner traditional fill address","36.99","Canned Goods","Harris Teeters","6"
"32","1452","Enjoy than occur occur","16.12","Baking","Trader Joes","16"
"32","589","Letter little bar reach","11.70","Baked Goods","Trader Joes","2"
"33","1807","Apply adult democratic","3.88","Baking","Trader Joes","6"
"33","1413","Role partner management room safe","48.96","Produce","Whole Foods","2"
"33","1604","Tree yet","37.46","Seafood","Harris Teeters","3"
"33","1742","Every certainly","13.90","Produce","Whole Foods","13"
"33","940","Listen draw adult","1.42","Meat","Harris Teeters","5"
"34","815","Capital culture their","39.63","Seafood","Trader Joes","16"
"34","1742","Every certainly","13.90","Produce","Whole Foods","17"
"34","315","Mention next","25.77","Dairy & Eggs","Whole Foods","7"
"34","1933","Lot coach attention himself","30.19","Frozen Food","Trader Joes","7"
"34","90","Begin marriage which myself","25.35","Bread","Trader Joes","15"
"34","1350","Among memory short now","47.35","Beverages","Whole Foods","3"
"34","312","Maybe information forward","40.79","Frozen Food","Whole Foods","16"
"34","1606","Talk begin recently laugh","46.27","Pantry","Trader Joes","2"
"34","1789","Door anything","39.48","Meat","Whole Foods","11"
"34","1196","Walk actually continue number imagine","8.57","Dairy & Eggs","Trader Joes","11"
"34","281","All structure point","17.09","Produce","Trader Joes","11"
"34","23","Bring TV program","0.60","Pantry","Whole Foods","13"
"34","805","Ready avoid government","27.42","Baking","Trader Joes","15"
"34","1651","Include pressure political research","22.75","Seafood","Harris Teeters","1"
"34","1870","Sometimes address character help reason","23.60","Cheese","Trader Joes","16"
"34","863","Class game may","48.30","Baking","Trader Joes","1"
"34","1319","They garden through sport","27.70","Frozen Food","Harris Teeters","10"
"34","177","Later street mention would technology","7.17","Baking","Whole Foods","6"
"34","1792","Deal thing","4.71","Bread","Trader Joes","20"
"34","95","Mission decision black western myself","47.99","Pantry","Whole Foods","11"
"34","1631","Administration indicate answer carry","50.61","Baking","Trader Joes","9"
"34","66","Particular level","40.43","Meat","Harris Teeters","11"
"34","464","Game modern song difference","2.46","Beverages","Trader Joes","16"
"34","1637","Response young group","8.56","Meat","Trader Joes","8"
"35","1822","Own prevent skill artist individual","44.91","Sauces","Whole Foods","6"
"35","1477","Along sure edge arrive table","49.69","Prepared Food","Trader Joes","20"
"35","197","Trouble drive loss","37.08","Baking","Whole Foods","6"
"35","1002","Direction service ask","5.86","Meat","Trader Joes","12"
"35","1691","Place history drop series","32.12","Produce","Whole Foods","5"
"35","582","Environment land trouble staff follow","4.91","Pantry","Whole Foods","13"
"35","1800","Contain office you","35.14","Produce","Whole Foods","9"
"35","305","Without wall stay","13.23","Produce","Whole Foods","14"
"35","659","Part court already","44.85","Bread","Harris Teeters","19"
"35","328","Ball keep","49.51","Pantry","Whole Foods","15"
"35","1995","Eat despite street","35.25","Meat","Harris Teeters","4"
"35","268","As year look floor","46.03","Canned Goods","Harris Teeters","11"
"35","383","Difficult religious","43.98","Pantry","Whole Foods","20"
"35","46","South yard beautiful space","12.95","Frozen Food","Trader Joes","5"
